Well;;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66;Sample X67;Sample X68;Sample X69;Sample X70;Sample X71;Sample X72;Sample X73;Sample X74;Sample X75;Sample X76;Sample X77;Sample X78;Sample X79;Sample X80;Sample X81;Sample X82;Sample X83;Sample X84;Sample X85;Sample X86;Sample X87;Sample X88
Blank corrected based on Raw Data (600);63,83;0,374;-0,019;0,038;0,382;-0,013;0,346;-0,03;0,037;0,498;0,135;0,01;0,178;-0,027;-0,036;0,26;0,028;0,176;-0,028;-0,039;0,261;0,021;-0,034;-0,03;-0,038;-0,04;-0,037;-0,01;-0,029;-0,038;-0,038;-0,023;0,007;-0,034;0,284;-0,036;-0,038;0,02;-0,029;0,143;-0,028;-0,038;0,029;-0,031;-0,015;0,281;0,48;-0,015;0,693;0,578;0,382;0,283;-0,012;0,641;0,607;-0,033;0,134;-0,009;0,005;0,335;0,038;0,149;-0,03;-0,004;0,372;0,04;-0,035;-0,026;-0,03;-0,038;-0,029;0,000075;-0,022;-0,026;-0,029;0,012;0,053;-0,023;0,256;0,288;1,2;1,044;0,823;0,272;0,388;1,282;0,876;0,856;-0,013
Blank corrected based on Raw Data (600);64,00;0,365;-0,019;0,036;0,378;-0,009;0,339;-0,033;0,034;0,461;0,134;-0,034;0,176;-0,029;-0,04;0,26;0,039;0,171;-0,029;-0,042;0,257;0,017;-0,037;-0,034;-0,042;-0,042;-0,04;-0,008;-0,031;-0,041;-0,041;-0,026;0,007;-0,038;0,209;-0,04;-0,041;0,017;-0,03;0,14;-0,026;-0,04;0,035;-0,034;-0,007;0,29;0,57;-0,019;0,72;0,569;0,398;0,345;-0,016;0,645;0,595;-0,037;0,129;-0,016;0,002;0,33;0,036;0,147;-0,034;-0,009;0,361;0,035;-0,036;-0,03;-0,036;-0,042;-0,034;-0,0009;-0,03;-0,032;-0,031;0,009;0,133;-0,026;0,253;0,292;1,215;1,036;0,823;0,266;0,382;1,262;0,87;0,852;-0,02
Blank corrected based on Raw Data (600);64,17;0,37;-0,022;0,035;0,378;-0,014;0,341;-0,033;0,032;0,516;0,137;-0,034;0,175;-0,029;-0,04;0,25;0,026;0,171;-0,032;-0,042;0,255;0,022;-0,038;-0,034;-0,042;-0,044;-0,041;-0,011;-0,033;-0,042;-0,041;-0,027;0,008;-0,039;0,275;-0,04;-0,043;0,017;-0,031;0,14;-0,03;-0,042;0,027;-0,034;-0,015;0,275;0,488;-0,022;0,684;0,569;0,378;0,294;-0,015;0,64;0,593;-0,038;0,129;-0,013;0,0006125;0,33;0,031;0,144;-0,034;-0,009;0,368;0,04;-0,038;-0,031;-0,034;-0,042;-0,034;-0,006;-0,026;-0,031;-0,034;0,007;0,079;-0,026;0,257;0,288;1,205;1,032;0,854;0,265;0,385;1,278;0,868;0,852;-0,021
Blank corrected based on Raw Data (600);64,33;0,375;-0,01;0,044;0,389;-0,000725;0,349;-0,025;0,042;0,529;0,145;0,05;0,182;-0,021;-0,033;0,269;0,051;0,18;-0,018;-0,034;0,263;0,026;-0,028;-0,026;-0,033;-0,035;-0,032;0,000075;-0,023;-0,034;-0,033;-0,02;0,02;-0,029;0,219;-0,03;-0,034;0,025;-0,023;0,147;-0,019;-0,032;0,039;-0,026;0,01;0,296;0,654;-0,011;0,726;0,585;0,403;0,348;-0,007;0,657;0,608;-0,028;0,138;-0,008;0,01;0,337;0,044;0,153;-0,025;0,002;0,367;0,047;-0,024;-0,022;-0,027;-0,033;-0,026;0,003;-0,021;-0,024;-0,024;0,016;0,012;-0,02;0,278;0,297;1,2;1,032;0,824;0,273;0,388;1,254;0,886;0,86;-0,006
Blank corrected based on Raw Data (600);64,50;0,352;-0,032;0,023;0,37;-0,02;0,328;-0,046;0,022;0,5;0,129;-0,046;0,162;-0,043;-0,053;0,247;0,029;0,159;-0,046;-0,055;0,24;0,01;-0,05;-0,047;-0,054;-0,056;-0,054;-0,02;-0,044;-0,055;-0,055;-0,04;0,0003125;-0,052;0,194;-0,052;-0,055;0,006;-0,043;0,127;-0,04;-0,053;0,019;-0,047;-0,018;0,271;0,442;-0,033;0,703;0,57;0,379;0,44;-0,028;0,634;0,574;-0,05;0,115;-0,03;-0,011;0,318;0,024;0,132;-0,048;-0,02;0,346;0,027;-0,042;-0,043;-0,048;-0,055;-0,049;-0,016;-0,043;-0,046;-0,046;-0,005;-0,003;-0,04;0,232;0,277;1,19;1,023;0,838;0,251;0,364;1,243;0,868;0,84;-0,032
Blank corrected based on Raw Data (600);64,67;0,359;-0,024;0,031;0,378;-0,013;0,337;-0,038;0,029;0,494;0,134;-0,04;0,168;-0,036;-0,046;0,251;0,04;0,166;-0,038;-0,048;0,246;0,02;-0,042;-0,04;-0,048;-0,049;-0,046;-0,013;-0,037;-0,047;-0,047;-0,033;0,007;-0,043;0,207;-0,044;-0,048;0,015;-0,038;0,133;-0,033;-0,046;0,026;-0,04;-0,015;0,28;0,773;-0,026;0,711;0,561;0,389;0,34;-0,022;0,642;0,582;-0,043;0,121;-0,022;-0,003;0,323;0,03;0,138;-0,04;-0,014;0,355;0,034;-0,041;-0,036;-0,041;-0,048;-0,041;-0,014;-0,034;-0,039;-0,039;0,001;0,108;-0,034;0,297;0,284;1,195;1,021;0,828;0,255;0,372;1,267;0,868;0,839;-0,024
Blank corrected based on Raw Data (600);64,83;0,357;-0,027;0,034;0,379;-0,021;0,337;-0,037;0,031;0,478;0,141;-0,038;0,171;-0,024;-0,045;0,259;0,02;0,166;-0,04;-0,045;0,249;0,023;-0,04;-0,037;-0,045;-0,047;-0,044;-0,008;-0,036;-0,046;-0,045;-0,037;0,012;-0,041;0,215;-0,043;-0,046;0,019;-0,038;0,137;-0,039;-0,045;0,029;-0,036;-0,005;0,275;0,672;-0,022;0,736;0,566;0,385;0,367;-0,017;0,638;0,591;-0,041;0,128;-0,021;-0,005;0,326;0,037;0,141;-0,038;-0,011;0,346;0,037;-0,038;-0,034;-0,04;-0,046;-0,036;-0,015;-0,032;-0,039;-0,036;0,01;0,047;-0,029;0,239;0,287;1,197;1,017;0,818;0,261;0,378;1,272;0,874;0,855;-0,025
Blank corrected based on Raw Data (600);65,00;0,371;-0,008;0,047;0,397;0,001;0,353;-0,023;0,047;0,507;0,157;-0,024;0,183;-0,019;-0,031;0,262;0,057;0,18;-0,023;-0,031;0,262;0,04;-0,027;-0,024;-0,03;-0,033;-0,03;0,006;-0,02;-0,032;-0,032;-0,015;0,023;-0,029;0,219;-0,028;-0,031;0,032;-0,021;0,15;-0,014;-0,029;0,046;-0,025;-0,004;0,295;1,365;-0,009;0,731;0,577;0,404;0,374;-0,005;0,658;0,598;-0,027;0,139;-0,006;0,014;0,338;0,048;0,154;-0,023;0,005;0,368;0,053;-0,027;-0,02;-0,025;-0,031;-0,024;-0,008;-0,019;-0,023;-0,023;0,02;0,071;-0,016;0,366;0,3;1,199;1,026;0,85;0,271;0,39;1,281;0,889;0,861;-0,009
Blank corrected based on Raw Data (600);65,17;0,369;-0,02;0,038;0,386;-0,006;0,347;-0,032;0,034;0,504;0,151;-0,032;0,172;-0,026;-0,041;0,25;0,042;0,171;-0,031;-0,042;0,251;0,038;-0,038;-0,034;-0,043;-0,044;-0,041;-0,005;-0,033;-0,043;-0,042;-0,028;0,015;-0,039;0,252;-0,04;-0,042;0,023;-0,032;0,14;-0,026;-0,041;0,034;-0,034;-0,004;0,272;0,431;-0,019;0,689;0,567;0,372;0,343;-0,014;0,633;0,585;-0,038;0,125;-0,014;0,003;0,328;0,038;0,142;-0,034;-0,007;0,367;0,044;-0,033;-0,031;-0,033;-0,042;-0,034;-0,004;-0,025;-0,03;-0,032;0,009;0,096;-0,028;0,276;0,286;1,199;1,02;0,823;0,262;0,383;1,277;0,875;0,852;-0,018
Blank corrected based on Raw Data (600);65,33;0,372;-0,011;0,045;0,395;0,003;0,351;-0,025;0,043;0,512;0,158;-0,026;0,181;-0,01;-0,033;0,26;0,065;0,177;-0,025;-0,034;0,259;0,039;-0,029;-0,027;-0,035;-0,037;-0,033;0,005;-0,024;-0,036;-0,035;-0,019;0,024;-0,03;0,208;-0,033;-0,035;0,03;-0,024;0,147;-0,018;-0,034;0,043;-0,027;-0,003;0,291;0,517;-0,012;0,723;0,575;0,399;0,368;-0,007;0,654;0,584;-0,029;0,133;-0,009;0,01;0,337;0,045;0,15;-0,027;0,001;0,367;0,05;-0,03;-0,023;-0,029;-0,034;-0,027;0,002;-0,021;-0,025;-0,025;0,016;0,046;-0,019;0,243;0,296;1,218;1,029;0,836;0,268;0,385;1,287;0,886;0,853;-0,01
Blank corrected based on Raw Data (600);65,50;0,366;-0,017;0,04;0,388;-0,0008625;0,345;-0,031;0,038;0,495;0,155;-0,023;0,174;-0,026;-0,038;0,253;0,06;0,172;-0,029;-0,039;0,252;0,037;-0,035;-0,031;-0,04;-0,04;-0,037;0,003;-0,028;-0,039;-0,038;-0,024;0,02;-0,035;0,202;-0,036;-0,04;0,025;-0,028;0,142;-0,022;-0,037;0,04;-0,032;-0,012;0,287;0,627;-0,016;0,724;0,571;0,394;0,41;-0,012;0,65;0,581;-0,034;0,13;-0,013;0,006;0,33;0,042;0,145;-0,033;-0,004;0,362;0,048;-0,028;-0,027;-0,034;-0,039;-0,032;-0,015;-0,026;-0,03;-0,03;0,012;0,049;-0,024;0,578;0,291;1,209;1,017;0,858;0,264;0,379;1,285;0,883;0,85;-0,017
Blank corrected based on Raw Data (600);65,67;0,357;-0,029;0,03;0,38;-0,014;0,338;-0,042;0,027;0,505;0,145;-0,014;0,163;-0,022;-0,048;0,237;0,045;0,162;-0,04;-0,051;0,241;0,033;-0,035;-0,042;-0,051;-0,051;-0,05;-0,009;-0,042;-0,051;-0,05;-0,036;0,008;-0,042;0,25;-0,048;-0,052;0,014;-0,041;0,13;-0,036;-0,05;0,027;-0,043;-0,014;0,262;0,485;-0,028;0,687;0,566;0,359;0,379;-0,023;0,629;0,596;-0,046;0,118;-0,022;-0,007;0,319;0,031;0,133;-0,043;-0,014;0,357;0,039;-0,04;-0,04;-0,043;-0,051;-0,042;-0,022;-0,033;-0,039;-0,042;0,0006;0,147;-0,034;0,484;0,278;1,197;0,996;0,885;0,253;0,372;1,27;0,874;0,846;-0,027
Blank corrected based on Raw Data (600);65,83;0,356;-0,026;0,033;0,383;-0,008;0,338;-0,04;0,03;0,52;0,147;-0,038;0,166;-0,016;-0,046;0,24;0,053;0,162;-0,039;-0,048;0,241;0,035;-0,04;-0,04;-0,048;-0,05;-0,046;-0,007;-0,037;-0,048;-0,048;-0,031;0,012;-0,043;0,188;-0,046;-0,048;0,018;-0,037;0,132;-0,03;-0,047;0,034;-0,041;-0,011;0,276;0,814;-0,025;0,711;0,563;0,38;0,373;-0,021;0,637;0,574;-0,043;0,12;-0,022;-0,002;0,32;0,034;0,135;-0,04;-0,012;0,352;0,04;-0,039;-0,036;-0,042;-0,048;-0,041;-0,016;-0,036;-0,039;-0,039;0,003;0,111;-0,032;0,256;0,282;1,201;0,999;0,817;0,253;0,373;1,282;0,875;0,845;-0,024
Blank corrected based on Raw Data (600);66,00;0,358;-0,029;0,031;0,383;-0,013;0,341;-0,04;0,029;0,534;0,143;-0,042;0,165;-0,037;-0,047;0,237;0,044;0,162;-0,039;-0,05;0,24;0,047;-0,045;-0,041;-0,049;-0,051;-0,048;-0,007;-0,04;-0,05;-0,049;-0,035;0,012;-0,046;0,237;-0,048;-0,051;0,019;-0,039;0,13;-0,032;-0,049;0,031;-0,042;-0,008;0,263;1,077;-0,026;0,687;0,568;0,36;0,475;-0,021;0,623;0,579;-0,045;0,117;-0,021;-0,004;0,322;0,034;0,134;-0,042;-0,014;0,356;0,044;-0,029;-0,039;-0,042;-0,049;-0,042;-0,008;-0,033;-0,038;-0,041;0,001;0,022;-0,035;0,332;0,278;1,198;0,997;0,815;0,254;0,375;1,278;0,877;0,849;-0,022
Blank corrected based on Raw Data (600);66,17;0,371;-0,017;0,044;0,399;-0,002;0,369;-0,027;0,041;0,569;0,184;-0,027;0,177;0,02;-0,035;0,25;0,061;0,175;-0,026;-0,036;0,254;0,056;-0,031;-0,028;-0,036;-0,037;-0,034;0,007;-0,027;-0,037;-0,036;-0,02;0,027;-0,032;0,249;-0,033;-0,038;0,035;-0,026;0,144;-0,017;-0,036;0,046;-0,028;0,006;0,276;0,463;-0,012;0,717;0,577;0,374;0,455;-0,008;0,645;0,594;-0,032;0,13;-0,006;0,01;0,333;0,049;0,147;-0,028;0,0001375;0,371;0,056;-0,02;-0,025;-0,028;-0,037;-0,028;-0,01;-0,02;-0,025;-0,028;0,015;-0,007;-0,022;0,245;0,293;1,215;1,006;0,836;0,266;0,386;1,304;0,886;0,861;-0,007
Blank corrected based on Raw Data (600);66,33;0,367;-0,019;0,04;0,398;-0,0008625;0,365;-0,03;0,038;0,58;0,196;-0,028;0,175;0,021;-0,037;0,246;0,06;0,173;-0,028;-0,04;0,251;0,057;-0,034;-0,032;-0,039;-0,041;-0,039;0,005;-0,031;-0,04;-0,039;-0,025;0,025;-0,035;0,24;-0,038;-0,041;0,03;-0,028;0,141;-0,02;-0,038;0,044;-0,032;0,002;0,272;0,453;-0,017;0,693;0,573;0,37;0,417;-0,011;0,638;0,59;-0,035;0,128;-0,011;0,007;0,331;0,049;0,143;-0,032;-0,003;0,367;0,054;-0,028;-0,029;-0,032;-0,04;-0,032;0,0008375;-0,025;-0,029;-0,031;0,011;0,074;-0,025;0,238;0,287;1,201;1,003;0,821;0,266;0,385;1,299;0,877;0,857;-0,008
Blank corrected based on Raw Data (600);66,50;0,36;-0,03;0,032;0,393;-0,014;0,353;-0,039;0,031;0,54;0,172;-0,034;0,166;-0,036;-0,047;0,236;0,06;0,162;-0,038;-0,049;0,239;0,056;-0,041;-0,039;-0,049;-0,05;-0,048;-0,003;-0,039;-0,05;-0,049;-0,034;0,016;-0,044;0,242;-0,047;-0,05;0,025;-0,038;0,13;-0,031;-0,048;0,037;-0,04;-0,023;0,261;0,66;-0,025;0,675;0,57;0,357;0,399;-0,019;0,637;0,58;-0,045;0,119;-0,02;-0,003;0,32;0,037;0,134;-0,04;-0,012;0,358;0,045;-0,038;-0,037;-0,04;-0,049;-0,041;-0,01;-0,032;-0,038;-0,041;0,003;-0,02;-0,035;0,227;0,278;1,194;0,988;0,832;0,255;0,373;1,285;0,873;0,837;-0,019
Blank corrected based on Raw Data (600);66,67;0,372;-0,017;0,045;0,405;0,002;0,37;-0,027;0,042;0,579;0,185;0,068;0,176;-0,025;-0,034;0,246;0,076;0,174;-0,026;-0,036;0,251;0,068;-0,031;-0,028;-0,037;-0,038;-0,036;0,009;-0,027;-0,038;-0,037;-0,022;0,029;-0,033;0,249;-0,034;-0,037;0,035;-0,025;0,142;-0,017;-0,036;0,051;-0,029;0,002;0,273;0,439;-0,013;0,701;0,581;0,37;0,417;-0,008;0,664;0,6;-0,031;0,132;-0,006;0,011;0,333;0,051;0,147;-0,028;-0,0005375;0,37;0,061;-0,023;-0,025;-0,028;-0,036;-0,029;-0,007;-0,021;-0,025;-0,027;0,015;0,06;-0,017;0,246;0,291;1,216;0,99;0,832;0,267;0,387;1,311;0,889;0,857;-0,006
Blank corrected based on Raw Data (600);66,83;0,355;-0,021;0,039;0,398;-0,0007625;0,358;-0,033;0,038;0,57;0,184;-0,028;0,169;-0,023;-0,042;0,246;0,076;0,168;-0,032;-0,043;0,244;0,058;-0,037;-0,033;-0,043;-0,044;-0,042;0,005;-0,032;-0,042;-0,043;-0,027;0,024;-0,039;0,194;-0,04;-0,042;0,032;-0,031;0,137;-0,021;-0,041;0,046;-0,035;-0,007;0,279;1,404;-0,018;0,747;0,574;0,383;0,44;-0,013;0,658;0,604;-0,038;0,124;-0,016;0,006;0,326;0,046;0,14;-0,035;-0,005;0,359;0,054;-0,028;-0,031;-0,036;-0,043;-0,035;-0,01;-0,031;-0,034;-0,034;0,009;0,02;-0,027;0,27;0,29;1,22;0,997;0,836;0,259;0,378;1,294;0,891;0,848;-0,009
Blank corrected based on Raw Data (600);67,00;0,365;-0,019;0,042;0,401;0,002;0,36;-0,03;0,04;0,558;0,18;-0,03;0,172;-0,026;-0,039;0,246;0,083;0,17;-0,031;-0,04;0,245;0,065;-0,034;-0,032;-0,04;-0,042;-0,039;0,009;-0,03;-0,041;-0,04;-0,024;0,029;-0,036;0,199;-0,037;-0,041;0,034;-0,028;0,138;-0,019;-0,038;0,049;-0,032;0,005;0,28;0,469;-0,016;0,723;0,574;0,383;0,472;-0,012;0,654;0,592;-0,035;0,126;-0,013;0,008;0,328;0,051;0,142;-0,032;-0,002;0,361;0,058;-0,029;-0,028;-0,034;-0,039;-0,033;-0,019;-0,029;-0,031;-0,031;0,012;0,067;-0,026;0,265;0,291;1,22;0,991;0,891;0,258;0,379;1,293;0,883;0,849;-0,005
Blank corrected based on Raw Data (600);67,17;0,378;-0,007;0,056;0,417;0,012;0,376;-0,017;0,053;0,589;0,201;-0,015;0,181;-0,015;-0,025;0,253;0,093;0,181;-0,015;-0,027;0,256;0,086;-0,021;-0,019;-0,027;-0,029;-0,026;0,022;-0,019;-0,027;-0,027;-0,013;0,043;-0,023;0,262;-0,026;-0,028;0,049;-0,015;0,152;-0,006;-0,027;0,062;-0,021;0,005;0,282;0,76;-0,002;0,718;0,584;0,377;0,485;0,003;0,653;0,603;-0,022;0,139;0,002;0,019;0,341;0,064;0,155;-0,02;0,01;0,377;0,072;-0,022;-0,016;-0,02;-0,027;-0,02;0,004;-0,012;-0,014;-0,018;0,024;0,006;-0,012;0,27;0,301;1,221;0,985;0,841;0,275;0,395;1,305;0,893;0,87;0,003
Blank corrected based on Raw Data (600);67,33;0,344;-0,035;0,024;0,387;-0,014;0,34;-0,048;0,024;0,572;0,273;0,023;0,153;-0,044;-0,056;0,228;0,071;0,152;-0,047;-0,058;0,221;0,054;-0,051;-0,049;-0,058;-0,059;-0,055;-0,007;-0,046;-0,057;-0,057;-0,041;0,014;-0,052;0,181;-0,054;-0,058;0,021;-0,043;0,12;-0,035;-0,056;0,035;-0,049;-0,029;0,261;0,741;-0,033;0,703;0,557;0,365;0,464;-0,028;0,625;0,569;-0,052;0,108;-0,032;-0,009;0,309;0,033;0,125;-0,049;-0,018;0,342;0,043;-0,044;-0,046;-0,052;-0,057;-0,05;-0,042;-0,044;-0,047;-0,048;-0,005;-0,017;-0,044;0,215;0,274;1,203;0,964;0,828;0,252;0,36;1,269;0,87;0,832;-0,029
Blank corrected based on Raw Data (600);67,50;0,365;-0,016;0,046;0,405;0,008;0,358;-0,028;0,042;0,637;0,19;-0,029;0,17;-0,026;-0,037;0,243;0,094;0,169;-0,028;-0,038;0,239;0,076;-0,034;-0,031;-0,039;-0,039;-0,038;0,014;-0,028;-0,038;-0,038;-0,023;0,036;-0,034;0,191;-0,036;-0,039;0,041;-0,027;0,14;-0,013;-0,036;0,055;-0,031;-0,007;0,281;0,875;-0,013;0,721;0,578;0,381;0,423;-0,01;0,637;0,584;-0,034;0,126;-0,013;0,011;0,33;0,055;0,143;-0,032;-0,000025;0,362;0,06;-0,033;-0,027;-0,033;-0,038;-0,031;-0,02;-0,026;-0,029;-0,03;0,014;0,024;-0,021;0,267;0,292;1,211;0,951;0,834;0,26;0,377;1,281;0,88;0,84;-0,008
Blank corrected based on Raw Data (600);67,67;0,372;-0,008;0,052;0,415;0,018;0,367;-0,021;0,049;0,577;0,193;0,008;0,177;-0,018;-0,03;0,251;0,095;0,177;-0,022;-0,031;0,249;0,085;-0,023;-0,022;-0,032;-0,032;-0,03;0,022;-0,021;-0,032;-0,032;-0,017;0,044;-0,028;0,196;-0,029;-0,032;0,047;-0,02;0,147;-0,005;-0,03;0,063;-0,024;0,009;0,287;0,784;-0,007;0,737;0,584;0,389;0,465;-0,002;0,659;0,604;-0,027;0,135;-0,006;0,019;0,336;0,062;0,151;-0,024;0,008;0,367;0,072;-0,019;-0,021;-0,024;-0,03;-0,024;-0,015;-0,019;-0,022;-0,022;0,021;0,165;-0,016;0,344;0,299;1,218;0,957;0,841;0,266;0,384;1,308;0,892;0,87;-0,01
Blank corrected based on Raw Data (600);67,83;0,378;-0,012;0,051;0,415;0,014;0,368;-0,022;0,049;0,612;0,249;-0,019;0,178;-0,018;-0,03;0,248;0,095;0,178;-0,022;-0,032;0,249;0,091;-0,024;-0,023;-0,032;-0,034;-0,031;0,023;-0,022;-0,033;-0,033;-0,016;0,045;-0,028;0,263;-0,03;-0,032;0,05;-0,022;0,146;-0,012;-0,031;0,063;-0,025;-0,0008375;0,276;0,55;-0,007;0,702;0,586;0,371;0,485;-0,001;0,644;0,598;-0,027;0,132;-0,003;0,016;0,336;0,063;0,148;-0,024;0,006;0,374;0,072;-0,02;-0,021;-0,024;-0,033;-0,024;-0,011;-0,016;-0,021;-0,023;0,02;0,123;-0,012;0,298;0,294;1,211;0,946;0,848;0,266;0,389;1,306;0,888;0,856;-0,008
Blank corrected based on Raw Data (600);68,00;0,368;-0,01;0,052;0,417;0,018;0,365;-0,022;0,05;0,635;0,209;0,005;0,179;-0,017;-0,032;0,251;0,109;0,176;-0,022;-0,033;0,247;0,094;-0,024;-0,024;-0,032;-0,033;-0,032;0,024;-0,02;-0,032;-0,032;-0,018;0,046;-0,028;0,201;-0,03;-0,033;0,05;-0,02;0,145;-0,008;-0,031;0,063;-0,026;0,005;0,288;0,523;-0,007;0,735;0,582;0,388;0,428;-0,004;0,656;0,608;-0,027;0,133;-0,007;0,019;0,338;0,065;0,149;-0,024;0,007;0,366;0,072;-0,019;-0,021;-0,027;-0,031;-0,024;0,008;-0,021;-0,024;-0,024;0,02;0,061;-0,017;0,269;0,299;1,232;0,943;0,846;0,267;0,386;1,322;0,897;0,874;-0,007
Blank corrected based on Raw Data (600);68,17;0,362;-0,014;0,047;0,411;0,02;0,36;-0,027;0,045;0,57;0,195;-0,029;0,171;-0,02;-0,036;0,245;0,106;0,171;-0,028;-0,037;0,241;0,093;-0,034;-0,03;-0,038;-0,039;-0,035;0,02;-0,027;-0,038;-0,037;-0,023;0,044;-0,033;0,193;-0,034;-0,038;0,047;-0,025;0,138;-0,012;-0,036;0,062;-0,03;-0,009;0,284;1,034;-0,012;0,722;0,577;0,383;0,478;-0,009;0,646;0,598;-0,032;0,125;-0,011;0,014;0,331;0,062;0,143;-0,03;0,004;0,36;0,067;-0,032;-0,025;-0,032;-0,038;-0,031;-0,019;-0,025;-0,028;-0,028;0,014;0,104;-0,023;0,231;0,291;1,233;0,935;0,847;0,26;0,38;1,298;0,891;0,853;-0,01
Blank corrected based on Raw Data (600);68,33;0,368;-0,005;0,057;0,422;0,035;0,371;-0,016;0,054;0,61;0,218;-0,019;0,181;-0,014;-0,026;0,254;0,115;0,18;-0,017;-0,027;0,25;0,105;-0,024;-0,019;-0,028;-0,029;-0,026;0,031;-0,016;-0,028;-0,028;-0,011;0,055;-0,023;0,198;-0,025;-0,028;0,057;-0,016;0,15;0,002;-0,026;0,073;-0,021;0,011;0,288;0,469;-0,002;0,724;0,591;0,389;0,435;0,003;0,65;0,601;-0,022;0,136;-0,002;0,024;0,34;0,074;0,152;-0,02;0,013;0,372;0,08;-0,017;-0,015;-0,02;-0,027;-0,02;0,002;-0,015;-0,018;-0,018;0,026;0,143;-0,012;0,348;0,301;1,239;0,932;0,853;0,277;0,389;1,288;0,902;0,866;0,002
Blank corrected based on Raw Data (600);68,50;0,366;-0,017;0,047;0,415;0,02;0,364;-0,026;0,045;0,633;0,198;-0,022;0,17;-0,024;-0,035;0,24;0,098;0,171;-0,026;-0,038;0,239;0,1;-0,03;-0,028;-0,038;-0,039;-0,036;0,024;-0,028;-0,037;-0,037;-0,022;0,047;-0,034;0,246;-0,035;-0,038;0,059;-0,026;0,14;-0,014;-0,037;0,062;-0,03;-0,002;0,269;0,496;-0,012;0,68;0,578;0,36;0,431;-0,006;0,627;0,586;-0,032;0,125;-0,008;0,014;0,33;0,064;0,143;-0,029;0,002;0,368;0,072;-0,032;-0,026;-0,03;-0,037;-0,028;-0,005;-0,021;-0,026;-0,028;0,016;0,041;-0,023;0,233;0,29;1,226;0,907;0,84;0,263;0,384;1,304;0,891;0,86;-0,01
Blank corrected based on Raw Data (600);68,67;0,355;-0,017;0,046;0,417;0,021;0,359;-0,028;0,044;0,582;0,2;-0,033;0,168;-0,026;-0,038;0,242;0,117;0,167;-0,03;-0,039;0,236;0,103;-0,036;-0,031;-0,04;-0,041;-0,038;0,021;-0,029;-0,039;-0,04;-0,025;0,046;-0,036;0,19;-0,036;-0,04;0,057;-0,013;0,136;-0,012;-0,038;0,063;-0,032;-0,01;0,277;0,499;-0,014;0,708;0,57;0,376;0,424;-0,011;0,638;0,58;-0,035;0,121;-0,014;0,011;0,328;0,06;0,138;-0,032;0,000625;0,359;0,067;-0,032;-0,028;-0,034;-0,04;-0,033;-0,03;-0,028;-0,031;-0,031;0,012;0,077;-0,025;0,233;0,287;1,235;0,903;0,848;0,264;0,379;1,292;0,886;0,844;-0,013
Blank corrected based on Raw Data (600);68,83;0,342;-0,018;0,043;0,413;0,023;0,352;-0,031;0,043;0,561;0,203;-0,033;0,167;-0,028;-0,04;0,239;0,128;0,164;-0,032;-0,041;0,235;0,104;-0,029;-0,033;-0,042;-0,043;-0,04;0,022;-0,032;-0,042;-0,042;-0,026;0,046;-0,038;0,183;-0,038;-0,042;0,051;-0,029;0,135;-0,012;-0,04;0,062;-0,034;-0,005;0,273;0,478;-0,016;0,709;0,576;0,373;0,436;-0,012;0,642;0,579;-0,036;0,122;-0,016;0,01;0,326;0,062;0,138;-0,033;-0,0005125;0,356;0,069;-0,027;-0,029;-0,036;-0,04;-0,034;-0,006;-0,029;-0,033;-0,033;0,011;0,013;-0,026;0,358;0,287;1,219;0,89;0,847;0,255;0,374;1,297;0,889;0,848;-0,015
