Well;;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);15,33;-0,001;-0,011;0,284;0,734;0,127;0,839;0,003;0,007;0,376;-0,009;0,02;0,016;-0,011;0,286;0,01;0,091;0,013;-0,01;0,011;0,08;-0,007;-0,007;0,009;-0,012;0,352;0,014;0,059;0,013;0,01;0,018;0,07;-0,008;0,017;0,032;-0,012;0,17;0,454;0,164;0,58;-0,01;0,016;0,398;-0,005;-0,004;-0,005;-0,012;0,498;0,465;0,438;0,718;-0,006;0,053;0,332;-0,002;-0,008;0,001;0,044;0,003;0,008;0,002;0,000006667;-0,009;0,011;0,018;-0,007;0,009
Blank corrected based on Raw Data (600);15,50;-0,003;-0,012;0,248;0,716;0,15;0,834;0,003;0,007;0,386;-0,009;0,024;0,016;-0,011;0,285;0,01;0,104;0,013;-0,01;0,012;0,085;-0,008;-0,006;0,009;-0,012;0,327;0,014;0,065;0,015;0,011;0,024;0,071;-0,008;0,017;0,032;-0,012;0,171;0,416;0,304;0,596;-0,01;0,017;0,422;-0,005;0,008;-0,006;-0,011;0,513;0,458;0,466;0,713;-0,006;0,06;0,337;-0,000633333;-0,002;0,002;0,029;0,004;0,009;0,001;0,000266667;-0,009;0,013;0,019;-0,008;0,039
Blank corrected based on Raw Data (600);15,67;-0,005;-0,012;0,286;0,702;0,114;0,827;0,000676667;0,007;0,388;-0,008;0,014;0,01;-0,011;0,3;0,009;0,108;0,015;-0,011;0,012;0,081;-0,006;-0,006;0,004;-0,012;0,357;0,015;0,067;0,014;0,004;0,016;0,074;-0,006;0,015;0,029;-0,012;0,164;0,475;0,266;0,605;-0,009;0,02;0,423;-0,005;0,008;-0,005;-0,011;0,506;0,45;0,48;0,709;-0,007;0,064;0,361;0,000576667;-0,005;0,001;0,175;0,004;0,01;0,004;0,001;-0,009;0,011;0,019;-0,006;0,022
Blank corrected based on Raw Data (600);15,83;-0,005;-0,01;0,251;0,705;0,087;0,823;0,000586667;0,008;0,425;-0,008;0,023;0,01;-0,011;0,298;0,008;0,104;0,016;-0,009;0,012;0,081;-0,005;-0,007;0,003;-0,012;0,379;0,018;0,106;0,016;0,003;0,017;0,075;-0,006;0,021;0,029;-0,012;0,217;0,442;0,263;0,626;-0,01;0,019;0,461;-0,002;0,012;-0,005;-0,011;0,534;0,441;0,519;0,704;-0,007;0,069;0,359;-0,000713333;0,015;0,002;0,111;0,005;0,011;0,004;0,002;-0,009;0,013;0,02;-0,007;0,06
Blank corrected based on Raw Data (600);16,00;-0,002;-0,011;0,267;0,685;0,235;0,811;0,003;0,007;0,407;-0,009;-0,0001;0,014;-0,011;0,302;0,011;0,113;0,017;-0,01;0,011;0,091;-0,008;-0,007;0,009;-0,012;0,372;0,02;0,075;0,015;0,011;0,025;0,09;-0,008;0,004;0,029;-0,008;0,203;0,405;0,204;0,63;-0,01;0,02;0,419;-0,003;-0,008;-0,006;-0,011;0,524;0,419;0,539;0,697;-0,004;0,073;0,35;0,0002;-0,007;0,002;0,067;0,003;0,011;0,005;0,002;-0,009;0,012;0,02;-0,007;0,011
Blank corrected based on Raw Data (600);16,17;-0,003;-0,011;0,283;0,669;0,178;0,806;0,002;0,007;0,407;-0,009;-0,006;0,013;-0,011;0,302;0,009;0,119;0,017;-0,01;0,009;0,09;-0,008;-0,007;0,007;-0,013;0,407;0,022;0,083;0,016;0,011;0,025;0,092;-0,009;0,004;0,028;-0,012;0,197;0,417;0,185;0,649;-0,011;0,02;0,488;-0,004;-0,008;-0,006;-0,012;0,51;0,416;0,521;0,696;-0,007;0,079;0,359;0,00027;-0,009;0,00097;0,017;0,004;0,012;0,005;0,002;-0,009;0,011;0,021;-0,007;-0,006
Blank corrected based on Raw Data (600);16,33;-0,004;0,014;0,368;0,645;0,085;0,802;0,000856667;0,009;0,458;-0,009;0,002;0,013;-0,011;0,306;0,012;0,136;0,017;-0,01;0,011;0,095;-0,007;-0,007;0,008;-0,012;0,379;0,022;0,103;0,016;0,011;0,028;0,092;-0,007;0,007;0,026;-0,012;0,273;0,422;0,216;0,665;-0,011;0,021;0,486;-0,002;-0,003;-0,006;-0,012;0,517;0,394;0,563;0,69;-0,007;0,085;0,371;0,000556667;-0,005;0,000156667;0,149;0,008;0,012;0,006;0,003;-0,01;0,011;0,021;0,001;0,046
Blank corrected based on Raw Data (600);16,50;-0,005;0,01;0,308;0,656;0,135;0,793;0,00039;0,01;0,446;-0,009;0,021;0,014;-0,011;0,316;0,01;0,146;0,018;-0,011;0,013;0,096;-0,007;-0,006;0,008;-0,012;0,388;0,025;0,107;0,018;0,01;0,028;0,097;-0,007;0,003;0,024;0,015;0,217;0,429;0,204;0,67;-0,011;0,023;0,452;-0,003;0,026;-0,006;-0,012;0,556;0,397;0,642;0,689;-0,007;0,092;0,38;0,00069;0,011;-0,00041;-0,002;0,034;0,013;0,006;0,002;-0,009;0,01;0,021;-0,007;0,038
Blank corrected based on Raw Data (600);16,67;-0,006;0,012;0,301;0,629;0,18;0,789;-0,002;0,01;0,466;-0,009;0,021;0,009;-0,012;0,341;0,012;0,153;0,02;-0,01;0,014;0,094;-0,006;-0,007;0,002;-0,011;0,424;0,027;0,102;0,017;0,004;0,02;0,106;-0,005;0,004;0,024;-0,012;0,339;0,454;0,151;0,678;-0,01;0,023;0,494;-0,001;0,014;-0,005;-0,012;0,58;0,38;0,67;0,686;-0,006;0,098;0,376;0,002;0,016;0,000283333;0,003;0,007;0,014;0,006;0,003;-0,009;0,012;0,022;-0,007;0,04
Blank corrected based on Raw Data (600);16,83;-0,005;-0,011;0,412;0,603;0,224;0,781;0,001;0,01;0,496;-0,008;0,018;0,012;-0,011;0,326;0,012;0,153;0,021;-0,01;0,014;0,103;-0,007;-0,007;0,007;-0,011;0,446;0,029;0,104;0,018;0,011;0,028;0,1;-0,007;0,003;0,019;-0,012;0,324;0,435;0,303;0,69;-0,011;0,024;0,501;0,00044;0,026;-0,007;-0,011;0,56;0,368;0,654;0,679;-0,007;0,106;0,401;0,002;0,004;-0,00046;0,246;0,017;0,014;0,007;0,003;-0,011;0,011;0,022;-0,008;0,07
Blank corrected based on Raw Data (600);17,00;-0,005;-0,011;0,376;0,629;0,144;0,773;0,002;0,011;0,472;-0,009;-0,007;0,012;-0,011;0,359;0,011;0,17;0,021;-0,01;0,011;0,104;-0,006;-0,007;0,008;-0,011;0,428;0,035;0,112;0,017;0,011;0,032;0,105;-0,007;0,004;0,023;-0,011;0,231;0,443;0,387;0,703;-0,01;0,026;0,54;-0,000953333;-0,007;-0,006;0,038;0,574;0,37;0,612;0,669;-0,006;0,114;0,396;0,000646667;-0,009;0,000146667;0,281;0,006;0,016;0,008;0,004;-0,01;0,011;0,022;0,05;0,043
Blank corrected based on Raw Data (600);17,17;-0,005;-0,007;0,398;0,618;0,159;0,772;0,002;0,012;0,47;-0,009;0,014;0,012;-0,009;0,409;0,014;0,172;0,022;-0,01;0,011;0,11;-0,007;-0,007;0,006;-0,011;0,427;0,037;0,12;0,018;0,011;0,031;0,107;-0,007;0,004;0,019;-0,012;0,303;0,461;0,191;0,712;-0,01;0,027;0,498;0,00057;0,007;-0,006;-0,009;0,59;0,345;0,668;0,667;-0,007;0,122;0,418;0,001;-0,002;-0,00083;0,118;0,023;0,016;0,008;0,005;-0,01;0,012;0,023;-0,007;0,009
Blank corrected based on Raw Data (600);17,33;-0,005;0,012;0,323;0,614;0,264;0,77;0,003;0,013;0,482;-0,008;0,017;0,01;-0,012;0,425;0,013;0,187;0,023;-0,01;0,012;0,113;-0,000383333;-0,008;0,006;-0,012;0,436;0,042;0,129;0,019;0,012;0,033;0,109;-0,007;0,004;0,021;0,055;0,233;0,452;0,182;0,721;-0,01;0,028;0,512;0,000716667;0,012;-0,006;-0,012;0,557;0,341;0,726;0,665;-0,007;0,131;0,431;0,003;0,009;0,000316667;0,011;0,022;0,015;0,009;0,003;-0,01;0,011;0,024;-0,007;0,018
Blank corrected based on Raw Data (600);17,50;-0,006;0,016;0,419;0,615;0,203;0,77;0,005;0,013;0,502;-0,009;0,017;0,01;-0,012;0,447;0,015;0,203;0,025;-0,011;0,013;0,114;-0,007;-0,006;0,006;-0,011;0,416;0,045;0,139;0,019;0,011;0,035;0,109;-0,006;0,004;0,028;0,032;0,382;0,461;0,154;0,736;-0,011;0,029;0,522;0,000566667;0,021;-0,006;-0,012;0,583;0,338;0,7;0,653;-0,007;0,14;0,42;0,003;-0,000633333;-0,001;0,089;0,008;0,017;0,009;0,006;-0,01;0,012;0,022;-0,005;0,011
Blank corrected based on Raw Data (600);17,67;-0,006;0,004;0,478;0,554;0,294;0,753;0,004;0,014;0,513;-0,008;0,015;0,009;-0,011;0,475;0,014;0,218;0,026;-0,01;0,014;0,116;-0,006;-0,007;0,006;-0,01;0,447;0,051;0,137;0,02;0,012;0,034;0,112;-0,005;0,004;0,029;-0,013;0,342;0,458;0,262;0,741;-0,011;0,03;0,501;0,002;0,007;-0,007;-0,011;0,561;0,322;0,723;0,652;-0,007;0,15;0,422;0,004;-0,008;-0,00083;0,016;0,01;0,017;0,011;0,005;-0,01;0,011;0,023;-0,007;0,017
Blank corrected based on Raw Data (600);17,83;-0,006;-0,003;0,346;0,506;0,389;0,754;0,012;0,015;0,562;-0,009;0,007;0,01;-0,011;0,526;0,016;0,221;0,026;-0,01;0,013;0,118;-0,006;-0,008;0,006;-0,011;0,484;0,059;0,149;0,02;0,012;0,033;0,113;-0,006;0,003;0,03;-0,011;0,327;0,477;0,244;0,743;-0,011;0,031;0,544;0,002;-0,005;-0,007;-0,013;0,583;0,313;0,707;0,648;-0,008;0,16;0,421;0,005;-0,008;-0,001;0,21;0,081;0,018;0,011;0,007;-0,009;0,011;0,023;0,11;0,001
Blank corrected based on Raw Data (600);18,00;-0,006;0,004;0,37;0,536;0,325;0,739;0,016;0,015;0,546;-0,008;0,026;0,01;-0,011;0,552;0,016;0,236;0,027;-0,01;0,013;0,119;-0,006;-0,007;0,006;-0,012;0,466;0,061;0,137;0,022;0,011;0,036;0,117;-0,005;0,004;0,03;-0,013;0,281;0,502;0,349;0,752;-0,011;0,032;0,601;0,004;0,018;-0,006;-0,012;0,59;0,307;0,721;0,643;-0,007;0,172;0,434;0,008;0,00029;-0,001;0,128;0,028;0,019;0,012;0,005;-0,01;0,011;0,024;-0,006;0,029
Blank corrected based on Raw Data (600);18,17;-0,006;0,005;0,412;0,538;0,201;0,752;0,021;0,016;0,583;-0,008;0,012;0,009;-0,011;0,593;0,017;0,27;0,03;-0,01;0,015;0,124;-0,005;-0,008;0,006;-0,012;0,467;0,07;0,187;0,022;0,013;0,037;0,119;-0,004;0,004;0,03;-0,005;0,286;0,492;0,37;0,756;-0,01;0,032;0,597;0,005;0,023;-0,006;-0,012;0,573;0,299;0,697;0,647;0,029;0,184;0,425;0,007;0,009;-0,0002;0,265;0,01;0,02;0,012;0,006;-0,009;0,011;0,024;-0,007;0,085
Blank corrected based on Raw Data (600);18,33;-0,005;-0,004;0,393;0,542;0,353;0,742;0,018;0,016;0,58;-0,008;-0,004;0,01;-0,012;0,577;0,019;0,27;0,031;-0,011;0,014;0,123;-0,005;-0,006;0,005;-0,011;0,486;0,079;0,2;0,021;0,012;0,037;0,122;-0,005;0,004;0,028;0,036;0,381;0,476;0,398;0,762;-0,011;0,034;0,603;0,006;-0,001;-0,007;-0,011;0,607;0,383;0,67;0,634;-0,007;0,196;0,433;0,009;-0,008;-0,00085;-0,008;0,01;0,021;0,014;0,007;-0,01;0,011;0,026;-0,007;0,12
Blank corrected based on Raw Data (600);18,50;-0,007;-0,01;0,402;0,602;0,411;0,728;0,02;0,017;0,59;-0,009;-0,006;0,009;-0,012;0,642;0,02;0,287;0,032;-0,01;0,014;0,125;-0,006;-0,007;0,003;-0,012;0,524;0,087;0,206;0,023;0,011;0,038;0,131;-0,003;0,005;0,025;-0,012;0,353;0,485;0,261;0,769;-0,011;0,036;0,668;0,005;0,017;-0,007;-0,013;0,647;0,439;0,667;0,631;-0,007;0,211;0,434;0,011;0,01;-0,002;0,012;0,011;0,021;0,014;0,008;-0,011;0,012;0,026;-0,007;0,143
Blank corrected based on Raw Data (600);18,67;-0,006;0,015;0,506;0,659;0,348;0,728;0,018;0,018;0,612;-0,01;-0,006;0,009;-0,012;0,651;0,021;0,31;0,033;-0,011;0,015;0,126;-0,007;-0,007;0,004;-0,012;0,489;0,092;0,213;0,024;0,013;0,039;0,129;-0,002;0,003;0,015;-0,01;0,319;0,511;0,284;0,77;-0,009;0,036;0,721;0,008;0,003;-0,007;-0,011;0,617;0,409;0,637;0,632;-0,007;0,223;0,434;0,009;0,017;-0,001;0,063;0,012;0,022;0,016;0,008;-0,01;0,011;0,028;-0,007;0,036
Blank corrected based on Raw Data (600);18,83;-0,006;-0,005;0,542;0,767;0,395;0,699;0,02;0,019;0,606;-0,01;-0,006;0,008;0,004;0,68;0,022;0,285;0,035;-0,011;0,015;0,132;-0,005;-0,007;0,005;-0,011;0,516;0,106;0,219;0,025;0,013;0,035;0,132;-0,004;0,003;0,01;-0,009;0,315;0,505;0,419;0,775;-0,011;0,039;0,678;0,007;0,019;-0,006;-0,011;0,609;0,308;0,647;0,61;-0,007;0,237;0,441;0,011;0,017;-0,000486667;0,114;0,011;0,024;0,017;0,008;-0,01;0,012;0,027;-0,007;0,099
Blank corrected based on Raw Data (600);19,00;-0,007;-0,007;0,492;0,74;0,414;0,721;0,018;0,019;0,617;-0,009;-0,007;0,008;-0,01;0,673;0,022;0,278;0,036;-0,011;0,015;0,132;-0,005;-0,007;0,003;-0,012;0,467;0,116;0,22;0,024;0,013;0,038;0,136;-0,003;0,003;0,009;-0,013;0,366;0,514;0,338;0,78;-0,01;0,04;0,68;0,008;-0,008;-0,007;-0,012;0,673;0,274;0,627;0,617;-0,008;0,253;0,438;0,012;-0,008;-0,000543333;0,000756667;0,014;0,024;0,016;0,009;-0,01;0,012;0,028;-0,006;0,01
Blank corrected based on Raw Data (600);19,17;-0,008;-0,002;0,603;0,765;0,458;0,697;0,018;0,02;0,65;-0,009;-0,007;0,008;-0,012;0,706;0,023;0,347;0,038;-0,009;0,018;0,142;-0,004;-0,006;0,005;-0,011;0,533;0,119;0,179;0,026;0,013;0,038;0,162;-0,004;0,002;0,008;-0,013;0,375;0,564;0,256;0,784;-0,012;0,042;0,695;0,01;0,009;-0,007;-0,012;0,617;0,264;0,665;0,603;-0,008;0,267;0,444;0,013;0,004;0,000036667;0,183;0,012;0,025;0,018;0,011;-0,01;0,011;0,029;-0,008;0,048
Blank corrected based on Raw Data (600);19,33;-0,008;0,009;0,465;0,679;0,401;0,682;0,004;0,021;0,643;-0,01;-0,007;0,007;-0,012;0,715;0,023;0,294;0,04;-0,011;0,017;0,138;-0,004;-0,007;0,003;-0,011;0,545;0,13;0,253;0,026;0,013;0,042;0,143;-0,002;0,004;0,008;-0,013;0,31;0,529;0,333;0,784;-0,01;0,042;0,683;0,01;0,002;-0,006;-0,012;0,63;0,257;0,627;0,607;-0,007;0,284;0,447;0,015;-0,008;-0,001;-0,007;0,013;0,025;0,02;0,01;-0,009;0,012;0,031;-0,005;0,118
Blank corrected based on Raw Data (600);19,50;-0,008;-0,004;0,516;0,547;0,473;0,96;0,013;0,022;0,653;-0,01;-0,008;0,006;-0,01;0,77;0,024;0,374;0,041;-0,011;0,019;0,14;-0,003;-0,008;0,004;-0,011;0,544;0,151;0,278;0,028;0,014;0,041;0,147;-0,002;0,003;0,008;0,047;0,31;0,543;0,215;0,789;-0,01;0,045;0,651;0,011;0,006;-0,008;-0,013;0,674;0,249;0,632;0,592;-0,006;0,299;0,452;0,018;0,017;-0,002;-0,006;0,015;0,026;0,02;0,011;-0,01;0,013;0,031;0,072;0,027
Blank corrected based on Raw Data (600);19,67;-0,008;-0,005;0,471;0,447;0,446;0,677;0,013;0,022;0,641;-0,009;-0,006;0,008;-0,011;0,721;0,026;0,374;0,044;-0,012;0,019;0,144;-0,003;-0,007;0,003;-0,011;0,546;0,153;0,293;0,031;0,013;0,044;0,15;-0,002;0,004;0,009;-0,012;0,288;0,552;0,326;0,781;-0,011;0,045;0,67;0,012;0,009;-0,008;-0,012;0,666;0,248;0,614;0,59;0,025;0,315;0,451;0,019;-0,01;-0,001;-0,000023333;0,014;0,027;0,021;0,011;-0,009;0,011;0,031;-0,007;0,002
Blank corrected based on Raw Data (600);19,83;-0,009;-0,000743333;0,476;0,38;0,476;0,677;0,017;0,023;0,668;-0,01;-0,007;0,01;-0,012;0,737;0,028;0,424;0,044;-0,011;0,017;0,142;-0,003;-0,007;0,003;-0,011;0,541;0,19;0,343;0,031;0,012;0,046;0,157;-0,003;0,004;0,008;-0,004;0,293;0,561;0,339;0,785;-0,011;0,047;0,702;0,016;-0,007;-0,008;-0,013;0,658;0,244;0,656;0,617;-0,007;0,33;0,454;0,02;-0,008;-0,000743333;0,338;0,015;0,028;0,022;0,012;-0,011;0,012;0,03;-0,007;0,025
Blank corrected based on Raw Data (600);20,00;-0,009;-0,004;0,556;0,368;0,46;0,662;0,014;0,024;0,668;-0,009;-0,006;0,007;-0,011;0,748;0,028;0,412;0,047;-0,011;0,017;0,148;-0,002;-0,008;0,003;-0,011;0,523;0,192;0,349;0,03;0,013;0,046;0,162;-0,003;0,003;0,008;-0,014;0,3;0,575;0,34;0,792;-0,011;0,049;0,728;0,016;0,022;-0,008;-0,013;0,707;0,24;0,617;0,601;-0,009;0,346;0,453;0,022;-0,002;-0,001;0,228;0,017;0,029;0,023;0,012;-0,01;0,012;0,031;-0,007;0,067
Blank corrected based on Raw Data (600);20,17;-0,01;-0,005;0,46;0,417;0,463;0,658;0,013;0,026;0,676;-0,009;-0,006;0,012;-0,012;0,638;0,03;0,37;0,048;-0,011;0,017;0,147;-0,003;-0,007;0,003;-0,011;0,58;0,218;0,338;0,033;0,012;0,044;0,166;-0,002;0,004;0,008;-0,012;0,323;0,591;0,424;0,782;-0,011;0,05;0,767;0,017;-0,009;-0,007;-0,013;0,749;0,232;0,62;0,579;-0,008;0,359;0,466;0,022;-0,009;-0,001;0,225;0,016;0,03;0,025;0,013;-0,011;0,012;0,033;-0,007;0,03
Blank corrected based on Raw Data (600);20,33;-0,008;0,009;0,759;0,397;0,471;0,662;0,013;0,026;0,676;-0,009;-0,007;0,006;-0,012;0,538;0,032;0,417;0,05;-0,012;0,017;0,148;-0,002;-0,008;0,002;-0,012;0,559;0,233;0,366;0,035;0,011;0,049;0,173;-0,003;0,004;0,007;0,017;0,293;0,601;0,388;0,799;-0,012;0,052;0,759;0,019;-0,009;-0,006;-0,013;0,625;0,227;0,612;0,567;-0,007;0,373;0,475;0,025;-0,01;-0,002;0,034;0,017;0,032;0,027;0,015;-0,01;0,012;0,033;0,017;0,016
Blank corrected based on Raw Data (600);20,50;-0,008;0,01;0,56;0,369;0,495;0,647;0,011;0,027;0,68;-0,009;-0,007;0,013;-0,012;0,489;0,034;0,397;0,052;-0,011;0,019;0,152;-0,003;-0,007;0,003;-0,012;0,575;0,258;0,385;0,035;0,013;0,049;0,178;-0,002;0,004;0,007;0,014;0,316;0,616;0,333;0,789;-0,01;0,055;0,795;0,022;-0,008;-0,008;-0,012;0,648;0,224;0,61;0,574;-0,009;0,387;0,485;0,029;-0,01;0,002;0,005;0,017;0,032;0,03;0,016;-0,011;0,013;0,034;-0,006;0,03
Blank corrected based on Raw Data (600);20,67;-0,007;0,006;0,662;0,321;0,515;0,637;0,011;0,028;0,686;0,034;-0,007;0,007;-0,011;0,448;0,038;0,414;0,054;-0,01;0,019;0,151;-0,002;-0,008;0,004;-0,011;0,607;0,269;0,363;0,041;0,012;0,049;0,178;-0,002;0,003;0,008;0,077;0,375;0,622;0,429;0,787;-0,012;0,056;0,806;0,024;-0,008;-0,007;-0,013;0,825;0,22;0,611;0,57;-0,004;0,397;0,491;0,031;-0,009;-0,00094;0,064;0,019;0,033;0,031;0,016;-0,01;0,013;0,033;0,004;0,062
Blank corrected based on Raw Data (600);20,83;-0,008;-0,007;0,605;0,317;0,488;0,653;0,011;0,029;0,691;-0,009;-0,007;0,01;-0,011;0,462;0,04;0,39;0,056;-0,011;0,02;0,157;-0,002;-0,008;0,002;-0,012;0,553;0,281;0,389;0,038;0,013;0,047;0,18;-0,001;0,003;0,006;0,047;0,358;0,63;0,377;0,791;-0,012;0,058;0,814;0,026;-0,009;-0,007;-0,012;0,714;0,215;0,604;0,559;-0,008;0,409;0,495;0,033;-0,009;-0,001;0,382;0,021;0,034;0,031;0,017;-0,011;0,013;0,035;-0,003;0,125
Blank corrected based on Raw Data (600);21,00;-0,009;-0,005;0,7;0,356;0,5;0,631;0,014;0,03;0,688;-0,009;-0,006;0,014;-0,012;1,078;0,046;0,425;0,058;-0,012;0,02;0,158;-0,002;-0,008;0,002;-0,012;0,568;0,284;0,401;0,041;0,013;0,049;0,187;-0,001;0,005;0,006;-0,004;0,412;0,637;0,418;0,794;-0,012;0,058;0,789;0,027;-0,008;-0,007;-0,012;0,806;0,211;0,604;0,558;-0,008;0,418;0,512;0,037;-0,009;-0,00066;0,281;0,021;0,035;0,032;0,018;-0,012;0,013;0,035;-0,007;0,097
Blank corrected based on Raw Data (600);21,17;-0,007;0,006;0,607;0,297;0,493;0,633;0,014;0,03;0,702;-0,009;-0,007;0,007;-0,011;1,417;0,051;0,404;0,06;-0,012;0,02;0,164;-0,001;-0,008;0,004;-0,011;0,631;0,305;0,44;0,043;0,013;0,051;0,192;0,000113333;0,003;0,007;-0,011;0,36;0,639;0,346;0,789;-0,012;0,061;0,8;0,027;-0,008;-0,007;-0,012;0,763;0,204;0,602;0,554;-0,009;0,425;0,528;0,041;-0,01;0,005;0,221;0,05;0,038;0,032;0,018;-0,01;0,013;0,036;0,023;0,03
Blank corrected based on Raw Data (600);21,33;-0,007;-0,003;0,562;0,293;0,52;1,034;0,013;0,032;0,701;-0,008;0,016;0,007;-0,012;1,226;0,053;0,38;0,063;-0,012;0,02;0,162;-0,001;-0,008;0,003;-0,011;0,589;0,332;0,413;0,048;0,013;0,05;0,192;-0,001;0,003;0,007;-0,012;0,357;0,643;0,393;0,802;-0,011;0,063;0,802;0,03;-0,009;-0,008;-0,002;0,712;0,202;0,599;0,535;-0,009;0,435;0,548;0,048;-0,009;-0,002;0,075;0,032;0,039;0,036;0,019;-0,01;0,014;0,038;-0,007;0,127
Blank corrected based on Raw Data (600);21,50;-0,005;0,01;0,785;0,294;0,563;0,621;0,012;0,033;0,703;-0,01;-0,007;0,006;-0,013;0,686;0,057;0,47;0,065;-0,012;0,02;0,165;-0,001;-0,008;0,000693333;-0,011;0,617;0,317;0,428;0,051;0,013;0,05;0,201;0,000393333;0,003;0,007;-0,013;0,411;0,653;0,393;0,804;-0,011;0,065;0,792;0,03;-0,009;-0,008;-0,013;1,078;0,197;0,594;0,546;-0,008;0,44;0,574;0,047;-0,008;-0,001;0,135;0,03;0,039;0,037;0,021;-0,011;0,013;0,038;-0,006;0,071
Blank corrected based on Raw Data (600);21,67;-0,004;0,013;0,553;0,292;0,497;0,99;0,003;0,035;0,7;-0,009;-0,007;0,004;-0,011;0,651;0,059;0,416;0,067;-0,013;0,02;0,168;0,00077;-0,008;0,002;-0,012;0,622;0,355;0,456;0,058;0,012;0,052;0,205;-0,00003;0,027;0,007;-0,012;0,42;0,653;0,411;0,802;-0,012;0,068;0,796;0,033;-0,009;-0,008;-0,013;0,707;0,193;0,602;0,53;0,064;0,444;0,599;0,055;-0,009;-0,002;0,037;0,022;0,041;0,038;0,021;-0,011;0,013;0,039;-0,005;0,093
Blank corrected based on Raw Data (600);21,83;-0,004;-0,002;0,533;0,309;0,518;1,019;0,004;0,035;0,703;-0,008;-0,007;0,007;-0,011;0,68;0,058;0,413;0,07;-0,012;0,02;0,167;-0,00059;-0,008;0,002;-0,011;0,611;0,375;0,476;0,058;0,013;0,055;0,209;0,00081;0,003;0,007;-0,012;0,389;0,655;0,462;0,796;-0,011;0,07;0,817;0,034;-0,009;-0,007;-0,012;1,069;0,199;0,602;0,518;-0,007;0,449;0,631;0,06;-0,008;-0,002;0,082;0,023;0,041;0,039;0,023;-0,011;0,014;0,04;-0,005;0,075
Blank corrected based on Raw Data (600);22,00;-0,005;-0,01;0,559;0,275;0,514;1,044;0,004;0,037;0,712;-0,01;-0,007;0,007;-0,012;0,698;0,057;0,408;0,071;-0,012;0,019;0,174;0,002;-0,009;0,001;-0,011;0,624;0,369;0,468;0,059;0,012;0,057;0,214;0,002;0,004;0,006;-0,011;0,398;0,657;0,535;0,791;-0,012;0,071;0,819;0,037;-0,009;-0,008;-0,012;1,209;0,184;0,595;0,519;-0,008;0,449;0,639;0,065;-0,01;-0,003;0,002;0,026;0,043;0,042;0,023;-0,011;0,013;0,04;-0,006;0,032
Blank corrected based on Raw Data (600);22,17;-0,006;-0,002;0,81;0,277;0,532;0,885;0,000846667;0,037;0,718;-0,009;-0,008;0,004;-0,012;0,71;0,054;0,446;0,075;-0,012;0,018;0,17;0,004;0,015;0,000046667;-0,011;0,717;0,374;0,523;0,064;0,013;0,058;0,218;0,001;0,004;0,005;-0,011;0,359;0,661;0,517;0,772;-0,012;0,072;0,799;0,035;-0,01;-0,009;-0,014;0,967;0,177;0,594;0,514;-0,009;0,449;0,653;0,076;-0,008;-0,003;0,115;0,023;0,045;0,043;0,025;-0,011;0,016;0,042;0,028;0,152
Blank corrected based on Raw Data (600);22,33;-0,005;-0,012;0,788;0,279;0,575;0,596;0,006;0,039;0,72;-0,009;-0,007;0,005;0,031;0,719;0,057;0,44;0,077;-0,012;0,021;0,173;0,005;-0,007;0,000746667;-0,011;0,641;0,382;0,519;0,07;0,013;0,059;0,222;0,003;0,004;0,005;-0,013;0,392;0,663;0,503;0,768;-0,011;0,077;0,799;0,039;-0,008;-0,007;-0,01;1,132;0,172;0,594;0,51;-0,008;0,449;0,662;0,076;-0,008;-0,002;0,274;0,038;0,046;0,043;0,026;-0,011;0,015;0,039;-0,005;0,055
Blank corrected based on Raw Data (600);22,50;-0,006;-0,014;0,633;0,361;0,555;0,592;0,003;0,04;0,732;-0,01;-0,007;0,003;-0,012;0,778;0,054;0,479;0,08;-0,012;0,019;0,174;0,008;-0,009;0,000503333;-0,011;0,62;0,413;0,475;0,074;0,013;0,06;0,228;0,003;0,003;0,006;-0,013;0,36;0,665;0,564;0,759;-0,011;0,078;0,786;0,043;-0,01;-0,008;0,026;1,177;0,165;0,591;0,506;-0,009;0,447;0,668;0,082;-0,009;-0,002;0,173;0,1;0,048;0,045;0,025;-0,011;0,015;0,041;-0,006;0,197
