Well;;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60
Raw Data (600);8,83;0,09;0,15;0,09;0,10;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,09;0,10;0,17;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,30;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);9,00;0,09;0,16;0,09;0,10;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,28;0,09;0,11;0,18;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,29;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);9,17;0,09;0,17;0,09;0,11;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,31;0,10;0,11;0,19;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,16;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);9,33;0,09;0,17;0,09;0,11;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,33;0,10;0,11;0,21;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,20;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);9,50;0,09;0,18;0,09;0,11;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,35;0,10;0,12;0,22;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,32;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);9,67;0,09;0,19;0,09;0,11;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,37;0,10;0,12;0,23;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);9,83;0,09;0,20;0,09;0,11;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,39;0,10;0,12;0,25;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);10,00;0,10;0,21;0,09;0,11;0,09;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,45;0,10;0,13;0,27;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,19;0,30;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);10,17;0,09;0,21;0,09;0,11;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,50;0,10;0,13;0,29;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,07;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,22;0,16;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);10,33;0,10;0,23;0,09;0,11;0,09;0,08;0,08;0,09;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,52;0,11;0,14;0,31;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,18;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);10,50;0,14;0,24;0,09;0,11;0,09;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,61;0,11;0,14;0,33;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,11;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);10,67;0,20;0,26;0,09;0,11;0,09;0,08;0,08;0,09;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,67;0,11;0,15;0,35;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08
Raw Data (600);10,83;0,11;0,27;0,09;0,11;0,09;0,08;0,08;0,09;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,75;0,11;0,16;0,38;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);11,00;0,19;0,29;0,09;0,11;0,09;0,08;0,10;0,08;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,84;0,12;0,17;0,40;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,28;0,21;0,19;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);11,17;0,20;0,31;0,09;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,85;0,12;0,17;0,43;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,18;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);11,33;0,12;0,33;0,09;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,84;0,12;0,18;0,47;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);11,50;0,13;0,39;0,09;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,88;0,13;0,19;0,49;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,31;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,08;0,08;0,08;0,08;0,09;0,08;0,09;0,08
Raw Data (600);11,67;0,13;0,41;0,10;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,86;0,13;0,20;0,54;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,18;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);11,83;0,22;0,41;0,10;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,91;0,14;0,21;0,57;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,25;0,08;0,08;0,08;0,09;0,08;0,09;0,08
Raw Data (600);12,00;0,16;0,40;0,10;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,94;0,14;0,22;0,62;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,09;0,17;0,08;0,08;0,08;0,08;0,09;0,08;0,09;0,09
Raw Data (600);12,17;0,16;0,44;0,10;0,11;0,09;0,08;0,08;0,09;0,10;0,09;0,08;0,08;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,92;0,14;0,23;0,66;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,15;0,08;0,08;0,08;0,08;0,08;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);12,33;0,17;0,46;0,10;0,11;0,09;0,08;0,08;0,09;0,10;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,95;0,15;0,24;0,69;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,18;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,11;0,27;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);12,50;0,22;0,48;0,10;0,11;0,09;0,08;0,08;0,09;0,11;0,08;0,08;0,08;0,10;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,95;0,16;0,25;0,71;0,08;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,39;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);12,67;0,11;0,50;0,10;0,11;0,09;0,08;0,08;0,09;0,11;0,09;0,08;0,08;0,10;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,96;0,15;0,26;0,76;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,17;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);12,83;0,22;0,51;0,10;0,12;0,09;0,08;0,08;0,09;0,11;0,09;0,08;0,08;0,10;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,00;0,16;0,27;0,76;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,30;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,15;0,08;0,08;0,08;0,08;0,09;0,08;0,09;0,08
Raw Data (600);13,00;0,12;0,54;0,10;0,12;0,09;0,08;0,08;0,09;0,11;0,09;0,08;0,08;0,10;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,98;0,17;0,30;0,78;0,08;0,22;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,08;0,08;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,14;0,08;0,08;0,08;0,08;0,09;0,08;0,09;0,08
Raw Data (600);13,17;0,14;0,59;0,10;0,12;0,14;0,08;0,08;0,09;0,11;0,09;0,08;0,08;0,11;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,00;0,18;0,31;0,81;0,09;0,42;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,25;0,19;0,08;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);13,33;0,14;0,61;0,10;0,12;0,09;0,08;0,08;0,09;0,12;0,09;0,08;0,09;0,11;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,01;0,18;0,32;0,83;0,09;0,15;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,09;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,14;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);13,50;0,13;0,62;0,15;0,12;0,09;0,08;0,08;0,09;0,12;0,09;0,08;0,08;0,12;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,01;0,19;0,34;0,78;0,09;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,17;0,09;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);13,67;0,13;0,65;0,10;0,12;0,09;0,08;0,08;0,13;0,12;0,09;0,08;0,08;0,12;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,04;0,20;0,36;0,86;0,09;0,18;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,09;0,08;0,34;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);13,83;0,16;0,68;0,10;0,12;0,09;0,08;0,08;0,09;0,12;0,09;0,08;0,08;0,13;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,03;0,21;0,38;0,89;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,24;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);14,00;0,16;0,70;0,10;0,12;0,09;0,08;0,13;0,09;0,13;0,09;0,08;0,08;0,13;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,05;0,21;0,38;0,83;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,27;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,11;0,13;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,09
Raw Data (600);14,17;0,14;0,74;0,10;0,12;0,09;0,08;0,08;0,09;0,13;0,09;0,08;0,11;0,13;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,08;0,22;0,42;0,91;0,09;0,15;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,27;0,09;0,08;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,24;0,12;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);14,33;0,16;0,80;0,10;0,12;0,09;0,08;0,08;0,09;0,13;0,09;0,08;0,14;0,14;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,10;0,23;0,42;0,94;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,22;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,19;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);14,50;0,22;0,75;0,10;0,12;0,09;0,08;0,08;0,09;0,14;0,09;0,08;0,08;0,14;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,09;0,23;0,42;0,91;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,36;0,08;0,08;0,09;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,33;0,10;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);14,67;0,18;0,73;0,10;0,12;0,09;0,08;0,08;0,09;0,14;0,09;0,08;0,09;0,14;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,12;0,24;0,47;0,95;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,21;0,09;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,12;0,08;0,08
Raw Data (600);14,83;0,15;0,69;0,13;0,12;0,10;0,08;0,08;0,09;0,14;0,09;0,08;0,08;0,15;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,13;0,25;0,48;0,98;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,31;0,13;0,08;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,31;0,19;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);15,00;0,28;0,71;0,10;0,12;0,09;0,08;0,08;0,09;0,15;0,09;0,08;0,09;0,15;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,13;0,26;0,52;1,00;0,09;0,31;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,39;0,16;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,23;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);15,17;0,25;0,66;0,10;0,12;0,09;0,08;0,08;0,09;0,15;0,09;0,08;0,09;0,16;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,14;0,27;0,56;1,02;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,24;0,24;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,20;0,08;0,10;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);15,33;0,29;0,70;0,10;0,12;0,09;0,08;0,11;0,09;0,16;0,09;0,08;0,09;0,17;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,13;0,27;0,56;0,98;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,42;0,14;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,30;0,11;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);15,50;0,20;0,67;0,11;0,13;0,09;0,08;0,08;0,09;0,16;0,09;0,08;0,09;0,17;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,14;0,29;0,61;1,07;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,34;0,13;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,14;0,08;0,11;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);15,67;0,22;0,73;0,10;0,13;0,09;0,08;0,08;0,09;0,17;0,09;0,08;0,10;0,17;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,15;0,30;0,59;1,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,31;0,11;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,30;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);15,83;0,27;0,70;0,10;0,12;0,09;0,08;0,08;0,09;0,17;0,09;0,08;0,09;0,18;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,15;0,30;0,57;1,00;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,35;0,24;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,12;0,23;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);16,00;0,30;0,77;0,10;0,13;0,09;0,08;0,08;0,09;0,19;0,09;0,08;0,09;0,20;0,09;0,08;0,08;0,08;0,08;0,08;0,08;1,19;0,31;0,64;1,07;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,43;0,16;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,14;0,13;0,22;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);16,17;0,19;0,78;0,11;0,13;0,09;0,08;0,08;0,09;0,20;0,09;0,08;0,09;0,21;0,10;0,08;0,08;0,08;0,08;0,08;0,08;1,22;0,32;0,59;1,12;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,27;0,15;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,18;0,26;0,08;0,08;0,08;0,09;0,08;0,09;0,09
Raw Data (600);16,33;0,20;0,74;0,11;0,13;0,09;0,08;0,08;0,09;0,20;0,09;0,08;0,09;0,21;0,10;0,08;0,08;0,08;0,08;0,08;0,08;1,26;0,33;0,58;1,11;0,09;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,08;0,08;0,37;0,16;0,08;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,21;0,35;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);16,50;0,21;0,81;0,11;0,13;0,09;0,08;0,08;0,09;0,21;0,09;0,08;0,09;0,20;0,10;0,08;0,08;0,08;0,08;0,08;0,08;1,28;0,37;0,67;1,17;0,09;0,27;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,30;0,17;0,08;0,09;0,10;0,08;0,08;0,08;0,08;0,08;0,23;0,20;0,36;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);16,67;0,22;0,82;0,11;0,13;0,09;0,08;0,08;0,09;0,21;0,09;0,08;0,09;0,23;0,10;0,08;0,08;0,08;0,08;0,08;0,08;1,28;0,35;0,62;1,17;0,09;0,09;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,29;0,10;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,17;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);16,83;0,23;0,81;0,11;0,13;0,09;0,08;0,08;0,09;0,22;0,09;0,08;0,09;0,23;0,10;0,08;0,08;0,08;0,08;0,08;0,08;1,26;0,36;0,68;1,23;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,08;0,08;0,08;0,09;0,08;0,32;0,25;0,08;0,11;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,10;0,09;0,08;0,08
Raw Data (600);17,00;0,23;0,91;0,11;0,14;0,09;0,08;0,08;0,09;0,23;0,09;0,08;0,09;0,25;0,11;0,08;0,08;0,08;0,08;0,08;0,08;1,30;0,37;0,71;1,25;0,09;0,12;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,35;0,19;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,08;0,09;0,08;0,08;0,08;0,09;0,08;0,08;0,08
Raw Data (600);17,17;0,25;0,84;0,11;0,14;0,09;0,08;0,08;0,09;0,24;0,09;0,08;0,09;0,26;0,11;0,08;0,08;0,08;0,08;0,08;0,08;1,27;0,38;0,72;1,27;0,09;0,08;0,14;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,09;0,08;0,29;0,18;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);17,33;0,27;0,84;0,11;0,13;0,09;0,08;0,08;0,09;0,24;0,09;0,08;0,09;0,25;0,11;0,08;0,08;0,08;0,08;0,08;0,08;1,29;0,40;0,68;1,30;0,09;0,16;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,26;0,19;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08
Raw Data (600);17,50;0,29;0,87;0,11;0,14;0,09;0,08;0,08;0,09;0,24;0,09;0,08;0,09;0,28;0,11;0,08;0,08;0,08;0,08;0,08;0,08;1,31;0,40;0,78;1,34;0,09;0,10;0,09;0,08;0,08;0,08;0,08;0,09;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,33;0,20;0,08;0,10;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,11;0,08;0,08;0,08;0,08;0,10;0,08;0,08;0,08
