Well;;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60
Raw Data (600);44,17;0,69;0,96;0,52;0,53;0,14;0,26;0,21;0,47;0,54;0,14;0,89;0,57;1,12;1,06;0,12;0,07;0,07;0,49;0,11;0,08;0,77;0,59;1,47;1,37;0,14;0,08;0,08;0,14;0,19;0,10;0,07;0,07;0,07;0,07;0,10;0,07;0,07;0,07;0,07;0,09;0,35;0,16;0,17;0,30;0,12;0,31;0,08;0,08;0,08;0,12;0,58;0,32;0,85;0,85;0,08;0,36;0,19;0,63;0,86;0,28
Raw Data (600);44,33;0,68;0,85;0,55;0,54;0,14;0,27;0,17;0,48;0,55;0,08;0,89;0,57;1,11;1,05;0,11;0,07;0,07;0,50;0,13;0,08;0,76;0,58;1,50;1,46;0,14;0,08;0,08;0,14;0,19;0,10;0,09;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,10;0,10;0,35;0,16;0,18;0,30;0,11;0,13;0,08;0,11;0,08;0,10;0,59;0,09;0,85;0,86;0,08;0,38;0,20;0,62;0,85;0,23
Raw Data (600);44,50;0,68;0,92;0,55;0,57;0,14;0,27;0,22;0,48;0,55;0,26;0,89;0,56;1,15;1,07;0,11;0,07;0,07;0,49;0,16;0,09;0,76;0,60;1,51;1,45;0,14;0,08;0,08;0,14;0,20;0,10;0,08;0,07;0,07;0,07;0,12;0,08;0,07;0,07;0,07;0,21;0,33;0,17;0,18;0,30;0,12;0,25;0,07;0,12;0,09;0,19;0,59;0,08;0,86;0,86;0,08;0,37;0,20;0,62;0,85;0,37
Raw Data (600);44,67;0,67;0,87;0,59;0,60;0,14;0,27;0,22;0,52;0,55;0,17;0,88;0,56;1,16;1,08;0,12;0,07;0,07;0,49;0,13;0,08;0,76;0,60;1,52;1,45;0,15;0,08;0,18;0,15;0,20;0,11;0,08;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,33;0,17;0,18;0,31;0,12;0,16;0,07;0,10;0,09;0,14;0,59;0,10;0,87;0,86;0,08;0,38;0,19;0,60;0,84;0,28
Raw Data (600);44,83;0,67;0,94;0,60;0,62;0,14;0,28;0,18;0,50;0,54;0,08;0,88;0,56;1,17;1,08;0,12;0,07;0,07;0,50;0,13;0,08;0,77;0,60;1,53;1,45;0,15;0,12;0,20;0,15;0,20;0,11;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,25;0,32;0,17;0,18;0,30;0,12;0,13;0,09;0,12;0,08;0,14;0,58;0,29;0,90;0,86;0,08;0,38;0,19;0,62;0,84;0,38
Raw Data (600);45,00;0,68;0,81;0,58;0,60;0,15;0,28;0,11;0,50;0,54;0,08;0,88;0,56;1,17;1,07;0,12;0,07;0,07;0,50;0,13;0,08;0,77;0,58;1,50;1,45;0,15;0,08;0,08;0,15;0,21;0,10;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,09;0,32;0,18;0,18;0,31;0,12;0,14;0,07;0,14;0,08;0,08;0,57;0,29;0,90;0,86;0,08;0,38;0,18;0,63;0,84;0,32
Raw Data (600);45,17;0,67;0,81;0,61;0,62;0,14;0,29;0,20;0,51;0,55;0,20;0,89;0,57;1,18;1,09;0,12;0,07;0,07;0,50;0,12;0,08;0,76;0,59;1,53;1,44;0,15;0,08;0,08;0,16;0,21;0,10;0,07;0,07;0,07;0,07;0,07;0,08;0,07;0,08;0,08;0,09;0,32;0,18;0,19;0,31;0,12;0,14;0,07;0,09;0,08;0,15;0,58;0,33;0,94;0,87;0,08;0,40;0,17;0,64;0,85;0,26
Raw Data (600);45,33;0,66;0,92;0,64;0,66;0,15;0,29;0,17;0,52;0,54;0,19;0,88;0,57;1,17;1,11;0,12;0,07;0,07;0,50;0,12;0,08;0,75;0,60;1,54;1,46;0,15;0,09;0,08;0,16;0,21;0,11;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,08;0,08;0,32;0,18;0,19;0,30;0,12;0,26;0,07;0,11;0,08;0,20;0,58;0,25;0,92;0,87;0,08;0,40;0,16;0,66;0,85;0,38
Raw Data (600);45,50;0,67;0,96;0,63;0,64;0,15;0,29;0,12;0,53;0,54;0,08;0,88;0,56;1,17;1,06;0,12;0,07;0,07;0,50;0,13;0,08;0,77;0,59;1,48;1,37;0,15;0,08;0,08;0,16;0,22;0,10;0,08;0,07;0,07;0,07;0,11;0,07;0,07;0,07;0,07;0,08;0,32;0,18;0,19;0,32;0,12;0,28;0,07;0,14;0,09;0,19;0,57;0,29;0,90;0,88;0,08;0,41;0,16;0,66;0,85;0,31
Raw Data (600);45,67;0,70;0,85;0,64;0,64;0,15;0,29;0,18;0,52;0,53;0,09;0,87;0,56;1,17;1,05;0,12;0,07;0,07;0,50;0,13;0,08;0,76;0,59;1,45;1,36;0,15;0,09;0,10;0,16;0,22;0,10;0,07;0,07;0,07;0,07;0,11;0,07;0,07;0,07;0,07;0,30;0,33;0,18;0,20;0,33;0,12;0,23;0,07;0,10;0,09;0,09;0,56;0,25;0,86;0,88;0,08;0,41;0,16;0,63;0,84;0,28
Raw Data (600);45,83;0,67;0,92;0,66;0,65;0,15;0,29;0,17;0,52;0,53;0,09;0,87;0,56;1,16;1,06;0,12;0,07;0,07;0,51;0,16;0,08;0,77;0,58;1,45;1,21;0,15;0,08;0,15;0,17;0,22;0,10;0,07;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,07;0,09;0,33;0,18;0,19;0,34;0,12;0,35;0,08;0,12;0,08;0,12;0,57;0,27;0,84;0,88;0,08;0,42;0,16;0,61;0,84;0,33
Raw Data (600);46,00;0,67;0,84;0,68;0,66;0,15;0,30;0,18;0,53;0,53;0,08;0,87;0,56;1,15;1,04;0,12;0,07;0,07;0,51;0,14;0,08;0,76;0,58;1,43;1,32;0,15;0,08;0,10;0,17;0,23;0,11;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,09;0,08;0,33;0,18;0,20;0,34;0,12;0,22;0,07;0,11;0,09;0,09;0,57;0,18;0,84;0,88;0,08;0,42;0,15;0,61;0,84;0,33
Raw Data (600);46,17;0,66;0,92;0,71;0,70;0,16;0,31;0,22;0,54;0,53;0,08;0,88;0,56;1,16;1,06;0,13;0,07;0,07;0,51;0,15;0,08;0,76;0,59;1,45;1,14;0,16;0,08;0,08;0,18;0,23;0,13;0,08;0,08;0,07;0,07;0,12;0,07;0,07;0,07;0,08;0,08;0,33;0,19;0,23;0,33;0,12;0,13;0,10;0,10;0,09;0,09;0,57;0,29;0,85;0,88;0,08;0,44;0,14;0,60;0,84;0,34
Raw Data (600);46,33;0,67;0,83;0,72;0,69;0,15;0,31;0,17;0,54;0,52;0,19;0,87;0,57;1,15;1,04;0,13;0,07;0,07;0,51;0,12;0,08;0,76;0,58;1,39;0,94;0,16;0,08;0,08;0,17;0,23;0,10;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,11;0,33;0,18;0,20;0,34;0,12;0,15;0,09;0,09;0,08;0,13;0,56;0,30;0,84;0,88;0,08;0,44;0,14;0,60;0,84;0,37
Raw Data (600);46,50;0,66;0,91;0,77;0,74;0,15;0,32;0,21;0,55;0,53;0,08;0,87;0,57;1,15;1,09;0,13;0,07;0,07;0,50;0,15;0,08;0,75;0,59;1,47;1,17;0,16;0,08;0,08;0,18;0,24;0,10;0,08;0,07;0,07;0,07;0,08;0,11;0,07;0,07;0,07;0,12;0,33;0,19;0,21;0,32;0,12;0,21;0,11;0,11;0,09;0,09;0,57;0,28;0,85;0,88;0,08;0,45;0,14;0,60;0,83;0,40
Raw Data (600);46,67;0,66;0,82;0,75;0,72;0,15;0,32;0,17;0,55;0,52;0,15;0,87;0,56;1,15;1,04;0,13;0,07;0,07;0,51;0,12;0,10;0,75;0,58;1,37;0,96;0,16;0,08;0,08;0,18;0,24;0,10;0,08;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,07;0,08;0,33;0,19;0,22;0,34;0,12;0,33;0,08;0,10;0,09;0,12;0,56;0,24;0,88;0,88;0,08;0,45;0,14;0,60;0,84;0,34
Raw Data (600);46,83;0,66;0,95;0,81;0,76;0,16;0,33;0,20;0,55;0,52;0,10;0,87;0,56;1,13;1,03;0,14;0,07;0,07;0,50;0,12;0,08;0,75;0,58;1,45;1,09;0,17;0,08;0,17;0,19;0,25;0,12;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,13;0,35;0,18;0,21;0,33;0,12;0,24;0,11;0,12;0,09;0,08;0,56;0,31;0,86;0,89;0,08;0,47;0,12;0,60;0,83;0,24
Raw Data (600);47,00;0,67;0,82;0,78;0,78;0,16;0,33;0,16;0,56;0,53;0,19;0,87;0,57;1,16;1,05;0,13;0,07;0,07;0,50;0,12;0,08;0,74;0,58;1,43;1,16;0,17;0,08;0,08;0,19;0,25;0,12;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,32;0,19;0,23;0,34;0,12;0,32;0,08;0,12;0,09;0,12;0,56;0,31;0,87;0,89;0,08;0,45;0,13;0,60;0,83;0,25
Raw Data (600);47,17;0,66;0,92;0,84;0,79;0,16;0,33;0,19;0,57;0,52;0,28;0,87;0,57;1,17;1,06;0,14;0,07;0,07;0,50;0,13;0,08;0,74;0,57;1,48;1,13;0,17;0,11;0,08;0,19;0,25;0,10;0,09;0,07;0,07;0,07;0,09;0,07;0,07;0,07;0,07;0,09;0,32;0,19;0,30;0,34;0,12;0,27;0,12;0,14;0,09;0,12;0,56;0,12;0,84;0,89;0,08;0,47;0,13;0,60;0,82;0,30
Raw Data (600);47,33;0,66;0,88;0,82;0,78;0,16;0,34;0,09;0,57;0,52;0,09;0,86;0,57;1,16;1,04;0,13;0,07;0,07;0,50;0,13;0,08;0,75;0,58;1,40;1,02;0,17;0,08;0,09;0,20;0,26;0,11;0,08;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,10;0,32;0,20;0,29;0,35;0,12;0,19;0,11;0,14;0,09;0,20;0,56;0,31;0,84;0,89;0,08;0,47;0,13;0,62;0,83;0,25
Raw Data (600);47,50;0,65;0,90;0,83;0,81;0,17;0,34;0,17;0,58;0,52;0,09;0,88;0,58;1,11;1,00;0,14;0,07;0,07;0,50;0,13;0,08;0,75;0,59;1,42;0,94;0,17;0,08;0,09;0,20;0,26;0,11;0,08;0,08;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,09;0,35;0,19;0,27;0,34;0,12;0,09;0,08;0,16;0,09;0,14;0,56;0,30;0,94;0,90;0,08;0,50;0,12;0,63;0,82;0,31
Raw Data (600);47,67;0,65;0,88;0,85;0,85;0,16;0,36;0,20;0,58;0,52;0,08;0,87;0,57;1,15;1,05;0,14;0,07;0,07;0,50;0,13;0,08;0,74;0,57;1,42;0,98;0,17;0,08;0,08;0,21;0,27;0,11;0,08;0,07;0,07;0,07;0,07;0,08;0,07;0,07;0,07;0,10;0,32;0,20;0,24;0,36;0,12;0,18;0,11;0,14;0,09;0,11;0,56;0,20;0,86;0,90;0,08;0,45;0,13;0,63;0,82;0,27
Raw Data (600);47,83;0,66;0,83;0,86;0,83;0,16;0,35;0,14;0,59;0,51;0,23;0,86;0,58;1,15;1,04;0,14;0,07;0,07;0,49;0,13;0,08;0,74;0,57;1,35;0,93;0,17;0,08;0,08;0,21;0,27;0,13;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,22;0,32;0,20;0,30;0,36;0,13;0,38;0,09;0,11;0,09;0,11;0,56;0,08;0,85;0,89;0,08;0,48;0,14;0,62;0,81;0,30
Raw Data (600);48,00;0,65;0,86;0,94;0,88;0,17;0,36;0,20;0,60;0,52;0,09;0,86;0,58;1,15;1,05;0,14;0,07;0,07;0,49;0,13;0,08;0,75;0,57;1,40;0,93;0,18;0,08;0,13;0,21;0,27;0,12;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,15;0,32;0,20;0,33;0,35;0,13;0,24;0,13;0,13;0,09;0,24;0,55;0,08;0,83;0,90;0,08;0,48;0,13;0,60;0,81;0,40
Raw Data (600);48,17;0,64;0,91;0,91;0,89;0,17;0,37;0,13;0,60;0,51;0,25;0,86;0,58;1,16;1,05;0,14;0,07;0,07;0,49;0,13;0,08;0,74;0,58;1,40;1,09;0,18;0,08;0,08;0,22;0,28;0,11;0,08;0,08;0,07;0,07;0,07;0,09;0,07;0,07;0,10;0,10;0,32;0,20;0,36;0,35;0,13;0,25;0,12;0,13;0,09;0,09;0,56;0,08;0,85;0,90;0,08;0,48;0,13;0,59;0,81;0,33
Raw Data (600);48,33;0,65;0,90;0,90;0,87;0,17;0,37;0,09;0,59;0,51;0,16;0,86;0,58;1,12;1,00;0,14;0,07;0,07;0,48;0,13;0,08;0,74;0,57;1,30;1,19;0,18;0,08;0,09;0,22;0,28;0,13;0,07;0,07;0,07;0,07;0,10;0,07;0,07;0,07;0,07;0,14;0,35;0,20;0,25;0,35;0,13;0,12;0,11;0,11;0,09;0,12;0,55;0,08;0,86;0,90;0,08;0,53;0,12;0,59;0,79;0,37
Raw Data (600);48,50;0,64;0,94;0,98;0,91;0,18;0,39;0,22;0,63;0,51;0,21;0,86;0,58;1,16;1,05;0,15;0,07;0,07;0,49;0,13;0,08;0,73;0,56;1,39;1,04;0,18;0,08;0,09;0,22;0,29;0,11;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,09;0,24;0,32;0,21;0,32;0,35;0,13;0,17;0,08;0,11;0,09;0,16;0,55;0,09;0,86;0,90;0,08;0,49;0,13;0,60;0,79;0,37
Raw Data (600);48,67;0,64;0,85;0,95;0,91;0,18;0,38;0,19;0,61;0,52;0,18;0,86;0,59;1,15;1,03;0,15;0,07;0,07;0,48;0,13;0,08;0,73;0,57;1,33;0,93;0,18;0,09;0,09;0,23;0,29;0,12;0,08;0,08;0,07;0,07;0,15;0,07;0,07;0,07;0,07;0,15;0,32;0,20;0,33;0,36;0,13;0,13;0,11;0,13;0,09;0,18;0,55;0,09;0,89;0,90;0,08;0,49;0,13;0,59;0,80;0,27
Raw Data (600);48,83;0,64;0,92;1,00;0,94;0,17;0,38;0,21;0,65;0,50;0,21;0,86;0,58;1,16;1,04;0,15;0,07;0,07;0,46;0,13;0,08;0,73;0,57;1,39;0,95;0,19;0,09;0,09;0,23;0,29;0,11;0,10;0,08;0,07;0,07;0,13;0,07;0,07;0,07;0,10;0,17;0,32;0,21;0,33;0,36;0,13;0,26;0,12;0,11;0,09;0,11;0,55;0,11;0,87;0,91;0,08;0,50;0,13;0,60;0,79;0,31
Raw Data (600);49,00;0,66;0,93;1,02;0,96;0,18;0,38;0,22;0,64;0,50;0,14;0,85;0,58;1,16;1,04;0,15;0,07;0,07;0,46;0,13;0,13;0,72;0,56;1,37;0,99;0,19;0,10;0,09;0,23;0,30;0,12;0,08;0,08;0,07;0,07;0,08;0,08;0,07;0,07;0,07;0,16;0,32;0,21;0,34;0,36;0,13;0,17;0,15;0,12;0,09;0,13;0,54;0,19;0,87;0,90;0,08;0,50;0,13;0,61;0,79;0,32
Raw Data (600);49,17;0,64;0,88;1,00;0,94;0,18;0,37;0,16;0,60;0,50;0,09;0,85;0,58;1,17;1,03;0,15;0,07;0,07;0,46;0,13;0,12;0,74;0,56;1,25;0,93;0,19;0,08;0,10;0,23;0,30;0,14;0,08;0,07;0,07;0,07;0,08;0,16;0,07;0,07;0,07;0,16;0,32;0,21;0,34;0,37;0,13;0,32;0,08;0,13;0,09;0,14;0,55;0,11;0,88;0,90;0,08;0,50;0,13;0,60;0,79;0,26
Raw Data (600);49,33;0,64;0,86;1,06;1,00;0,18;0,37;0,22;0,75;0,50;0,10;0,85;0,58;1,17;1,03;0,15;0,07;0,07;0,46;0,13;0,08;0,72;0,56;1,32;0,93;0,19;0,10;0,09;0,24;0,31;0,11;0,08;0,08;0,07;0,07;0,10;0,07;0,07;0,07;0,07;0,21;0,32;0,21;0,34;0,36;0,13;0,24;0,16;0,14;0,09;0,17;0,55;0,09;0,88;0,92;0,08;0,52;0,13;0,59;0,79;0,40
Raw Data (600);49,50;0,64;0,88;1,03;1,00;0,18;0,37;0,18;0,61;0,51;0,30;0,85;0,59;1,14;1,00;0,15;0,07;0,07;0,50;0,13;0,08;0,73;0,58;1,21;0,93;0,19;0,23;0,09;0,24;0,31;0,11;0,08;0,07;0,07;0,07;0,14;0,07;0,07;0,07;0,07;0,09;0,32;0,21;0,41;0,37;0,13;0,27;0,09;0,12;0,09;0,13;0,56;0,31;0,89;0,93;0,08;0,51;0,14;0,60;0,80;0,28
Raw Data (600);49,67;0,64;0,88;1,05;1,01;0,18;0,36;0,15;0,60;0,50;0,09;0,86;0,59;1,12;0,98;0,16;0,07;0,07;0,48;0,13;0,08;0,73;0,56;1,10;0,93;0,19;0,08;0,09;0,25;0,32;0,11;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,28;0,35;0,21;0,34;0,37;0,13;0,19;0,10;0,10;0,09;0,14;0,54;0,28;0,95;0,91;0,08;0,55;0,13;0,62;0,80;0,25
Raw Data (600);49,83;0,63;0,85;1,09;1,05;0,19;0,37;0,17;0,62;0,50;0,15;0,85;0,59;1,16;1,03;0,16;0,07;0,07;0,55;0,14;0,14;0,71;0,55;1,30;0,97;0,19;0,19;0,09;0,25;0,32;0,12;0,10;0,08;0,07;0,07;0,08;0,07;0,07;0,07;0,07;0,13;0,31;0,22;0,30;0,37;0,13;0,26;0,15;0,14;0,09;0,09;0,54;0,27;0,89;0,92;0,08;0,51;0,14;0,61;0,78;0,27
Raw Data (600);50,00;0,63;0,85;1,07;1,03;0,20;0,36;0,20;0,60;0,50;0,09;0,85;0,62;1,15;1,01;0,15;0,07;0,07;0,51;0,14;0,08;0,72;0,57;1,16;0,92;0,19;0,08;0,09;0,25;0,32;0,12;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,15;0,32;0,21;0,33;0,38;0,13;0,38;0,09;0,10;0,09;0,11;0,54;0,10;0,88;0,91;0,08;0,52;0,14;0,60;0,79;0,36
Raw Data (600);50,17;0,63;0,90;1,15;1,07;0,20;0,36;0,21;0,60;0,49;0,15;0,85;0,58;1,16;1,02;0,16;0,07;0,07;0,65;0,14;0,08;0,71;0,55;1,29;0,93;0,20;0,10;0,09;0,26;0,33;0,14;0,10;0,08;0,07;0,07;0,09;0,07;0,07;0,07;0,08;0,23;0,31;0,22;0,33;0,38;0,13;0,23;0,09;0,13;0,09;0,09;0,54;0,16;0,91;0,93;0,08;0,52;0,14;0,59;0,79;0,37
Raw Data (600);50,33;0,63;0,86;1,13;1,08;0,21;0,38;0,21;0,61;0,50;0,11;0,85;0,58;1,17;1,02;0,16;0,07;0,07;0,67;0,14;0,08;0,71;0,55;1,26;1,35;0,20;0,08;0,09;0,26;0,34;0,16;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,10;0,20;0,31;0,22;0,35;0,38;0,13;0,27;0,16;0,15;0,09;0,19;0,54;0,09;0,92;0,92;0,09;0,50;0,14;0,59;0,78;0,23
Raw Data (600);50,50;0,62;0,91;1,09;1,07;0,21;0,37;0,20;0,60;0,49;0,09;0,84;0,58;1,17;1,02;0,16;0,07;0,07;0,67;0,14;0,08;0,71;0,54;1,31;0,95;0,19;0,09;0,13;0,27;0,34;0,14;0,09;0,08;0,09;0,07;0,07;0,07;0,07;0,08;0,10;0,12;0,30;0,22;0,30;0,38;0,13;0,22;0,13;0,11;0,09;0,16;0,54;0,39;0,97;0,91;0,08;0,51;0,14;0,60;0,78;0,38
Raw Data (600);50,67;0,63;0,92;1,09;1,06;0,21;0,36;0,18;0,60;0,50;0,11;0,85;0,59;1,17;1,01;0,17;0,07;0,07;0,73;0,14;0,08;0,72;0,56;1,25;0,92;0,20;0,08;0,09;0,27;0,34;0,13;0,08;0,08;0,07;0,07;0,09;0,08;0,07;0,08;0,07;0,33;0,31;0,22;0,33;0,38;0,13;0,23;0,16;0,17;0,09;0,10;0,54;0,08;0,89;0,92;0,08;0,51;0,14;0,59;0,78;0,32
Raw Data (600);50,83;0,63;0,94;1,09;1,07;0,21;0,36;0,19;0,60;0,50;0,09;0,85;0,58;1,17;1,00;0,17;0,07;0,07;0,80;0,14;0,08;0,72;0,56;1,16;0,93;0,20;0,08;0,09;0,27;0,35;0,11;0,08;0,08;0,07;0,07;0,08;0,24;0,07;0,07;0,07;0,19;0,30;0,23;0,31;0,38;0,13;0,23;0,12;0,15;0,09;0,17;0,54;0,08;0,91;0,93;0,08;0,52;0,14;0,59;0,78;0,24
Raw Data (600);51,00;0,62;0,87;1,10;1,10;0,22;0,36;0,16;0,59;0,49;0,09;0,84;0,58;1,18;1,02;0,16;0,07;0,07;0,85;0,14;0,08;0,71;0,56;1,22;1,10;0,21;0,14;0,09;0,28;0,36;0,14;0,08;0,08;0,07;0,07;0,07;0,09;0,07;0,07;0,10;0,16;0,30;0,23;0,31;0,38;0,13;0,35;0,15;0,17;0,09;0,12;0,53;0,08;0,90;0,92;0,08;0,50;0,14;0,59;0,77;0,34
Raw Data (600);51,17;0,62;0,87;1,12;1,12;0,22;0,36;0,09;0,63;0,49;0,11;0,84;0,58;1,17;1,03;0,18;0,07;0,07;0,86;0,14;0,08;0,70;0,54;1,22;0,90;0,21;0,09;0,11;0,28;0,36;0,13;0,08;0,08;0,09;0,07;0,07;0,09;0,07;0,12;0,08;0,24;0,30;0,23;0,29;0,38;0,14;0,14;0,17;0,12;0,10;0,20;0,54;0,08;0,96;0,93;0,08;0,51;0,14;0,59;0,79;0,44
Raw Data (600);51,33;0,62;0,92;1,11;1,13;0,22;0,36;0,17;0,59;0,49;0,19;0,85;0,59;1,18;1,02;0,17;0,07;0,07;0,87;0,14;0,08;0,71;0,54;1,25;0,90;0,21;0,10;0,09;0,28;0,37;0,12;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,07;0,10;0,30;0,23;0,29;0,38;0,14;0,26;0,15;0,18;0,10;0,17;0,53;0,09;0,96;0,92;0,08;0,50;0,14;0,59;0,78;0,38
Raw Data (600);51,50;0,62;0,90;1,08;1,10;0,22;0,35;0,18;0,58;0,49;0,09;0,85;0,59;1,17;1,00;0,18;0,07;0,07;0,83;0,15;0,08;0,71;0,54;1,17;0,90;0,21;0,10;0,09;0,29;0,37;0,13;0,08;0,08;0,07;0,07;0,08;0,08;0,07;0,07;0,09;0,15;0,30;0,23;0,28;0,38;0,14;0,31;0,10;0,20;0,10;0,19;0,53;0,08;0,90;0,93;0,08;0,50;0,15;0,59;0,78;0,27
Raw Data (600);51,67;0,62;0,90;1,10;1,13;0,23;0,36;0,18;0,60;0,48;0,17;0,84;0,59;1,18;1,02;0,18;0,07;0,07;0,87;0,15;0,08;0,70;0,53;1,14;0,90;0,22;0,11;0,10;0,29;0,38;0,13;0,09;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,09;0,30;0,23;0,29;0,38;0,14;0,19;0,20;0,15;0,10;0,10;0,54;0,08;0,92;0,93;0,08;0,50;0,15;0,59;0,78;0,41
Raw Data (600);51,83;0,63;0,86;1,09;1,12;0,22;0,36;0,14;0,58;0,49;0,27;0,84;0,59;1,18;1,01;0,18;0,07;0,07;0,88;0,15;0,08;0,71;0,54;1,20;0,90;0,22;0,10;0,09;0,30;0,38;0,16;0,08;0,08;0,07;0,07;0,09;0,07;0,07;0,14;0,08;0,19;0,30;0,24;0,31;0,38;0,14;0,22;0,17;0,17;0,10;0,15;0,53;0,08;0,93;0,93;0,09;0,49;0,15;0,60;0,79;0,34
Raw Data (600);52,00;0,62;0,92;1,09;1,11;0,23;0,36;0,21;0,58;0,48;0,09;0,84;0,59;1,17;1,02;0,19;0,07;0,07;0,89;0,15;0,08;0,70;0,53;1,19;0,89;0,22;0,09;0,10;0,30;0,39;0,14;0,08;0,08;0,07;0,07;0,07;0,07;0,07;0,07;0,08;0,21;0,30;0,23;0,30;0,38;0,14;0,28;0,10;0,19;0,10;0,11;0,53;0,08;0,93;0,93;0,08;0,49;0,15;0,60;0,79;0,18
Raw Data (600);52,17;0,62;0,87;1,07;1,09;0,23;0,35;0,11;0,58;0,49;0,29;0,84;0,59;1,17;1,00;0,18;0,07;0,07;0,85;0,15;0,08;0,71;0,53;1,15;0,89;0,22;0,10;0,09;0,30;0,39;0,12;0,08;0,08;0,07;0,07;0,11;0,09;0,07;0,13;0,10;0,27;0,29;0,24;0,31;0,38;0,14;0,25;0,13;0,12;0,10;0,27;0,53;0,09;0,92;0,94;0,08;0,49;0,15;0,60;0,80;0,42
Raw Data (600);52,33;0,61;0,93;1,09;1,11;0,24;0,35;0,19;0,74;0,48;0,26;0,84;0,59;1,17;1,01;0,18;0,07;0,07;0,87;0,15;0,08;0,69;0,53;1,16;0,90;0,22;0,10;0,09;0,31;0,40;0,14;0,08;0,08;0,07;0,07;0,15;0,08;0,07;0,07;0,08;0,11;0,30;0,24;0,30;0,38;0,14;0,25;0,16;0,14;0,10;0,17;0,53;0,08;0,95;0,94;0,08;0,49;0,15;0,59;0,80;0,40
Raw Data (600);52,50;0,62;0,87;1,05;1,06;0,21;0,34;0,13;0,57;0,48;0,17;0,84;0,58;1,18;1,00;0,18;0,07;0,07;0,83;0,15;0,08;0,69;0,54;1,03;0,88;0,22;0,13;0,09;0,31;0,40;0,16;0,08;0,08;0,07;0,07;0,27;0,09;0,07;0,07;0,07;0,32;0,29;0,24;0,32;0,39;0,14;0,25;0,14;0,15;0,10;0,10;0,52;0,08;0,93;0,94;0,08;0,49;0,15;0,59;0,80;0,36
Raw Data (600);52,67;0,61;0,90;1,06;1,07;0,21;0,34;0,10;0,57;0,48;0,10;0,84;0,59;1,12;0,96;0,19;0,07;0,07;0,78;0,15;0,08;0,70;0,53;1,08;0,88;0,23;0,13;0,09;0,31;0,41;0,13;0,08;0,08;0,07;0,07;0,07;0,18;0,07;0,07;0,09;0,10;0,31;0,23;0,33;0,39;0,14;0,18;0,15;0,14;0,10;0,09;0,52;0,26;0,93;0,95;0,08;0,52;0,13;0,60;0,79;0,25
Raw Data (600);52,83;0,61;0,92;1,05;1,07;0,22;0,34;0,18;0,57;0,48;0,09;0,84;0,58;1,19;1,01;0,19;0,07;0,07;0,85;0,15;0,09;0,70;0,53;1,14;0,89;0,23;0,30;0,09;0,32;0,42;0,12;0,08;0,08;0,07;0,07;0,11;0,08;0,07;0,07;0,10;0,09;0,29;0,25;0,31;0,38;0,14;0,19;0,19;0,21;0,10;0,13;0,52;0,29;0,96;0,95;0,08;0,47;0,15;0,59;0,78;0,35
