Well;Time;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Blank B;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);15,33;-0,007;-0,008;0,34;1,048;0,136;1,039;0,035;0,02;0,052;0,199;0,005;;0,011;-0,002;0,869;0,004;0,121;0,022;0,007;0,01;0,002;0,442;0,005;-0,007;-0,005;0,827;0,064;0,065;0,018;0,052;0,022;0,025;0,027;0,003;0,057;-0,005;0,14;0,718;0,117;0,533;0,031;0,051;0,099;0,543;0,004;-0,004;-0,007;0,613;0,74;0,776;1,027;-0,000836667;0,283;0,104;0,658;-0,007;0,029;-0,000236667;0,000263333;0,002;-0,006;0,000263333;-0,006;-0,002;0,009;0,03;0,007
Blank corrected based on Raw Data (600);15,50;-0,007;-0,008;0,345;1,08;0,113;1,037;0,024;0,02;0,068;0,212;0,009;;0,011;-0,005;0,864;0,003;0,133;0,025;0,000923333;0,013;0,002;0,441;0,004;-0,008;-0,003;0,831;0,059;0,072;0,018;0,041;0,021;0,024;0,029;-0,000276667;0,065;-0,005;0,108;0,703;0,155;0,551;0,022;0,054;0,106;0,529;0,005;-0,006;-0,007;0,633;0,727;0,82;1,019;0,002;0,298;0,128;0,707;-0,008;0,028;-0,000176667;0,000323333;0,001;-0,006;-0,001;-0,006;-0,002;0,021;0,031;0,005
Blank corrected based on Raw Data (600);15,67;-0,007;-0,008;0,328;1,056;0,142;1,023;0,035;0,022;0,056;0,209;0,012;;0,011;-0,003;0,887;0,003;0,124;0,025;0,005;0,012;0,002;0,476;0,004;-0,007;-0,004;0,838;0,049;0,078;0,018;0,053;0,023;0,02;0,031;0,005;0,052;-0,004;0,119;0,82;0,149;0,554;0,025;0,055;0,107;0,666;0,003;-0,004;-0,007;0,681;0,696;0,851;1,039;-0,002;0,313;0,128;0,787;-0,006;0,03;0,001;0,00064;0,003;-0,005;0,002;-0,005;-0,002;0,011;0,031;-0,00086
Blank corrected based on Raw Data (600);15,83;-0,006;-0,009;0,376;1,133;0,224;1,02;0,023;0,023;0,073;0,216;0,002;;0,011;-0,005;0,885;0,005;0,142;0,028;0,000146667;0,015;0,005;0,481;0,004;-0,008;-0,005;0,971;0,013;0,083;0,018;0,041;0,023;0,023;0,033;0,005;0,053;-0,005;0,124;0,725;0,138;0,572;0,021;0,058;0,115;0,527;0,004;-0,006;-0,006;0,812;0,673;0,873;1,048;0,001;0,327;0,184;0,684;-0,006;0,028;-0,001;0,000946667;0,003;-0,006;0,000846667;-0,006;-0,002;0,022;0,033;-0,007
Blank corrected based on Raw Data (600);16,00;-0,007;-0,007;0,38;1,105;0,187;1,008;0,035;0,024;0,083;0,222;0,009;;0,011;-0,003;0,899;0,005;0,144;0,028;0,006;0,011;0,003;0,493;0,002;-0,007;-0,004;0,875;0,014;0,09;0,02;0,052;0,024;0,024;0,034;-0,003;0,043;-0,005;0,143;0,841;0,155;0,576;0,032;0,06;0,115;0,55;0,002;-0,003;-0,007;0,753;0,639;0,9;1,05;-0,00045;0,34;0,166;0,666;-0,006;0,029;-0,00015;0,002;0,003;-0,004;0,001;-0,005;-0,003;0,012;0,036;-0,006
Blank corrected based on Raw Data (600);16,17;-0,007;-0,008;0,431;1,462;0,157;0,983;0,022;0,025;0,077;0,224;0,014;;0,01;-0,005;0,886;0,005;0,148;0,029;0,00075;0,011;0,004;0,524;0,014;-0,007;-0,003;0,825;0,016;0,095;0,02;0,039;0,025;0,027;0,034;0,006;0,035;-0,005;0,14;0,727;0,17;0,6;0,025;0,062;0,124;0,538;0,007;-0,006;-0,007;0,753;0,625;0,953;1,046;0,002;0,351;0,208;0,649;-0,007;0,029;-0,00075;0,002;0,003;-0,004;0,00075;-0,006;-0,002;0,024;0,033;-0,007
Blank corrected based on Raw Data (600);16,33;-0,007;-0,008;0,432;1,503;0,163;0,939;0,023;0,026;0,08;0,23;0,004;;0,008;-0,006;0,917;0,006;0,178;0,03;-0,00047;0,013;0,004;0,52;0,00043;-0,008;-0,003;0,911;0,016;0,101;0,02;0,039;0,025;0,032;0,036;-0,00007;0,036;-0,004;0,149;0,78;0,146;0,599;0,022;0,064;0,123;0,498;0,001;-0,006;-0,007;0,623;0,615;1,002;1,011;0,002;0,362;0,229;0,699;-0,007;0,029;-0,00037;0,002;0,004;-0,004;0,00083;-0,006;-0,00067;0,023;0,034;-0,007
Blank corrected based on Raw Data (600);16,50;-0,007;-0,009;0,483;1,491;0,308;0,998;0,034;0,027;0,069;0,25;0,012;;0,009;-0,003;0,953;0,006;0,153;0,031;0,006;0,014;0,003;0,538;0,009;-0,007;-0,004;0,97;0,017;0,107;0,022;0,052;0,026;0,025;0,036;0,000803333;0,036;-0,005;0,127;0,852;0,196;0,623;0,032;0,066;0,14;0,645;0,005;-0,004;-0,006;0,776;0,594;0,972;1,048;0,000103333;0,375;0,184;0,675;-0,006;0,029;-0,000696667;0,002;0,007;-0,003;0,000803333;-0,005;0,000503333;0,014;0,036;-0,007
Blank corrected based on Raw Data (600);16,67;-0,007;-0,008;0,522;1,547;0,355;1,01;0,036;0,028;0,085;0,259;0,014;;0,009;-0,003;0,955;0,007;0,168;0,033;0,008;0,015;0,003;0,521;0,011;-0,007;-0,003;1,026;0,019;0,118;0,022;0,052;0,027;0,027;0,038;0,004;0,036;-0,004;0,165;0,839;0,141;0,609;0,03;0,068;0,126;0,602;0,006;-0,005;-0,006;0,958;0,58;0,973;1,049;-0,001;0,384;0,234;0,741;-0,006;0,03;-0,000476667;0,013;0,006;-0,002;0,000623333;-0,005;-0,000576667;0,013;0,037;-0,006
Blank corrected based on Raw Data (600);16,83;-0,006;-0,008;0,507;1,574;0,419;1,004;0,024;0,03;0,087;0,269;0,014;;0,008;-0,005;0,958;0,008;0,207;0,034;0,000176667;0,015;0,005;0,572;0,012;-0,007;-0,003;0,97;0,018;0,122;0,022;0,04;0,026;0,031;0,039;0,004;0,027;-0,004;0,245;0,75;0,173;0,624;0,024;0,07;0,133;0,582;0,005;-0,006;-0,006;0,946;0,581;1,046;1,073;0,002;0,393;0,28;0,678;-0,007;0,029;-0,000023333;0,006;0,005;-0,001;0,000876667;-0,006;-0,000623333;0,026;0,041;-0,006
Blank corrected based on Raw Data (600);17,00;-0,007;-0,008;0,553;1,619;0,388;1,004;0,024;0,03;0,089;0,27;0,011;;0,008;-0,003;0,978;0,008;0,221;0,036;0,000013333;0,014;0,004;0,552;0,002;-0,007;-0,003;0,914;0,019;0,114;0,022;0,038;0,027;0,032;0,044;0,000413333;0,024;-0,004;0,249;0,709;0,127;0,631;0,025;0,074;0,156;0,676;0,004;-0,005;-0,006;0,849;0,578;1,025;1,077;0,002;0,401;0,296;0,72;-0,006;0,028;-0,000086667;0,004;0,006;-0,002;0,003;-0,005;-0,000386667;0,024;0,035;-0,005
Blank corrected based on Raw Data (600);17,17;-0,006;-0,008;0,657;1,642;0,481;1,007;0,025;0,031;0,09;0,281;0,016;;0,008;-0,004;0,993;0,007;0,227;0,038;-0,000136667;0,015;0,006;0,603;0,013;-0,007;-0,002;0,932;0,02;0,174;0,023;0,04;0,027;0,031;0,042;0,005;0,022;-0,005;0,163;0,772;0,21;0,633;0,027;0,076;0,143;0,636;0,003;-0,006;-0,007;0,999;0,57;1,033;1,064;0,001;0,409;0,256;0,725;-0,005;0,028;-0,000236667;0,002;0,007;-0,001;0,002;-0,005;0,000563333;0,028;0,038;-0,006
Blank corrected based on Raw Data (600);17,33;-0,007;-0,009;0,606;1,68;0,488;0,972;0,025;0,033;0,1;0,292;-0,003;;0,007;-0,005;1,059;0,008;0,255;0,038;0,000356667;0,015;0,006;0,567;-0,002;-0,007;-0,003;0,961;0,02;0,146;0,022;0,039;0,028;0,032;0,044;-0,005;0,024;-0,005;0,21;0,677;0,212;0,639;0,026;0,079;0,149;0,786;-0,003;-0,006;-0,006;0,862;0,557;1,016;1,075;0,001;0,413;0,255;0,771;-0,004;0,029;-0,000443333;0,003;0,007;-0,000643333;0,002;-0,005;-0,000343333;0,028;0,035;0,000056667
Blank corrected based on Raw Data (600);17,50;-0,007;-0,007;0,579;1,721;0,465;0,981;0,025;0,034;0,096;0,292;0,009;;0,008;-0,005;0,969;0,009;0,255;0,04;0,000423333;0,016;0,006;0,611;-0,000276667;-0,007;-0,003;0,948;0,022;0,117;0,024;0,04;0,029;0,034;0,046;-0,001;0,02;-0,005;0,149;0,698;0,255;0,644;0,025;0,081;0,169;0,62;0,002;-0,004;-0,006;0,976;0,552;1,042;1,076;0,003;0,42;0,265;0,654;-0,006;0,03;-0,000476667;0,004;0,008;-0,000476667;0,002;-0,006;-0,001;0,028;0,04;-0,006
Blank corrected based on Raw Data (600);17,67;-0,007;-0,008;0,651;1,757;0,541;0,958;0,025;0,035;0,099;0,304;0,015;;0,008;-0,004;1,009;0,009;0,301;0,041;-0,000153333;0,016;0,005;0,595;0,008;-0,008;-0,003;1,015;0,021;0,173;0,025;0,04;0,028;0,033;0,049;0,006;0,014;-0,005;0,336;0,668;0,228;0,651;0,029;0,084;0,178;0,632;0,005;-0,006;-0,006;1,085;0,546;1,07;1,108;0,002;0,423;0,258;0,707;-0,006;0,03;-0,002;0,005;0,007;0,000946667;0,003;-0,005;-0,000253333;0,028;0,039;-0,006
Blank corrected based on Raw Data (600);17,83;-0,006;-0,008;0,671;1,777;0,569;0,936;0,026;0,037;0,108;0,308;0,008;;0,008;-0,004;1,005;0,01;0,294;0,044;-0,000436667;0,017;0,007;0,62;-0,000136667;-0,007;-0,004;1,073;0,023;0,158;0,025;0,041;0,028;0,031;0,05;-0,002;0,015;-0,005;0,147;0,647;0,243;0,658;0,027;0,086;0,173;0,622;0,000363333;-0,005;-0,007;0,986;0,532;1,052;1,087;0,002;0,425;0,262;0,69;-0,006;0,029;-0,003;0,005;0,008;0,000763333;0,005;-0,005;-0,000936667;0,027;0,066;0,146
Blank corrected based on Raw Data (600);18,00;-0,008;-0,007;0,641;1,804;0,534;0,955;0,036;0,039;0,09;0,302;-0,002;;0,007;-0,002;1,044;0,013;0,321;0,046;0,006;0,017;0,005;0,601;0,002;-0,007;-0,005;1,046;0,024;0,115;0,025;0,051;0,031;0,031;0,052;-0,003;0,018;-0,005;0,238;0,709;0,24;0,659;0,032;0,091;0,172;0,627;-0,002;-0,004;-0,006;1,001;0,518;1,058;1,103;-0,000236667;0,429;0,215;0,668;-0,005;0,028;-0,002;0,006;0,009;0,002;0,003;-0,005;0,000563333;0,015;0,057;-0,007
Blank corrected based on Raw Data (600);18,17;-0,007;-0,008;0,714;1,839;0,497;0,834;0,024;0,039;0,107;0,286;0,006;;0,007;-0,005;1,045;0,012;0,323;0,048;-0,000626667;0,015;0,007;0,626;-0,003;-0,007;-0,003;0,944;0,026;0,157;0,026;0,042;0,03;0,033;0,053;-0,005;0,019;-0,005;0,175;0,611;0,234;0,666;0,029;0,093;0,191;0,683;-0,001;-0,005;-0,007;1,081;0,519;1,072;1,051;0,003;0,425;0,267;0,649;0,000273333;0,029;-0,003;0,006;0,009;0,004;0,004;-0,006;-0,000426667;0,031;0,043;-0,006
Blank corrected based on Raw Data (600);18,33;-0,007;-0,008;0,684;1,855;0,519;0,951;0,026;0,041;0,109;0,284;0,018;;0,007;-0,005;1,053;0,013;0,343;0,049;-0,000096667;0,017;0,008;0,635;0,016;-0,008;-0,003;1,071;0,027;0,177;0,026;0,043;0,031;0,033;0,057;-0,006;0,013;-0,006;0,18;0,597;0,224;0,67;0,031;0,096;0,193;0,698;0,006;-0,006;-0,007;1,082;0,515;1,081;1,13;0,004;0,426;0,268;0,701;-0,000596667;0,029;-0,003;0,015;0,009;0,002;0,005;-0,005;-0,000096667;0,029;0,049;-0,006
Blank corrected based on Raw Data (600);18,50;-0,007;-0,007;0,722;1,868;0,498;0,952;0,037;0,043;0,1;0,315;0,014;;0,006;-0,004;1,065;0,014;0,351;0,049;0,005;0,016;0,006;0,683;0,005;-0,008;-0,004;1,101;0,028;0,136;0,027;0,053;0,032;0,03;0,052;-0,005;0,019;-0,004;0,202;0,658;0,23;0,656;0,037;0,099;0,19;0,794;0,004;-0,005;-0,007;1,219;0,489;1,067;1,119;0,001;0,425;0,283;0,695;0,005;0,029;-0,002;0,008;0,01;0,003;0,006;-0,005;0,000353333;0,016;0,045;-0,006
Blank corrected based on Raw Data (600);18,67;-0,007;-0,007;0,761;1,898;0,615;0,95;0,025;0,044;0,119;0,339;0,014;;0,007;-0,005;1,056;0,016;0,365;0,053;-0,000643333;0,017;0,008;0,67;0,004;-0,007;-0,003;1,132;0,029;0,187;0,026;0,042;0,034;0,035;0,06;-0,005;0,021;-0,005;0,346;0,634;0,286;0,671;0,03;0,103;0,206;0,691;-0,001;-0,006;-0,006;1,078;0,499;1,108;1,083;0,002;0,424;0,274;0,686;-0,000043333;0,028;-0,003;0,006;0,011;0,005;0,006;-0,005;0,001;0,028;0,046;-0,006
Blank corrected based on Raw Data (600);18,83;-0,007;-0,008;0,759;1,925;0,602;0,905;0,035;0,047;0,109;0,354;0,006;;0,007;-0,004;1,06;0,016;0,397;0,055;0,005;0,019;0,008;0,653;-0,001;-0,007;-0,005;1,038;0,032;0,216;0,028;0,052;0,033;0,033;0,06;-0,005;0,014;-0,004;0,292;0,645;0,217;0,674;0,039;0,105;0,212;0,768;0,004;-0,005;-0,007;1,272;0,476;1,101;1,018;0,001;0,421;0,22;0,659;0,006;0,03;-0,003;0,007;0,012;0,004;0,006;-0,005;0,002;0,017;0,051;-0,006
Blank corrected based on Raw Data (600);19,00;-0,007;-0,008;0,779;1,957;0,61;0,921;0,026;0,048;0,129;0,375;0,017;;0,007;-0,005;1,049;0,017;0,411;0,057;-0,000666667;0,019;0,01;0,649;0,015;-0,007;-0,004;1,131;0,033;0,232;0,027;0,042;0,033;0,037;0,063;-0,006;0,018;-0,006;0,278;0,629;0,257;0,672;0,029;0,108;0,214;0,734;0,005;-0,005;-0,005;1,077;0,49;1,082;1,094;0,004;0,418;0,282;0,687;0,000333333;0,029;-0,004;0,007;0,012;0,006;0,007;-0,006;0,002;0,03;0,049;-0,006
Blank corrected based on Raw Data (600);19,17;-0,006;-0,008;0,802;1,937;0,567;0,962;0,027;0,049;0,134;0,378;0,001;;0,006;-0,005;1,054;0,018;0,385;0,058;-0,000626667;0,019;0,011;0,647;-0,003;-0,007;-0,004;1,124;0,034;0,237;0,027;0,041;0,035;0,042;0,064;-0,006;0,022;-0,005;0,302;0,618;0,253;0,68;0,031;0,112;0,242;0,858;-0,002;-0,005;-0,006;1,099;0,484;1,099;1,09;0,002;0,416;0,301;0,735;-0,006;0,029;-0,003;0,011;0,024;0,007;0,007;-0,006;0,002;0,034;0,049;-0,006
Blank corrected based on Raw Data (600);19,33;-0,007;-0,008;0,775;1,97;0,629;0,901;0,027;0,051;0,139;0,382;0,012;;0,006;-0,004;1,418;0,021;0,447;0,062;-0,00085;0,02;0,012;0,691;0,009;-0,007;-0,003;1,213;0,036;0,128;0,027;0,042;0,035;0,043;0,067;-0,005;0,016;-0,006;0,323;0,613;0,341;0,695;0,031;0,117;0,227;0,84;0,004;-0,006;-0,007;1,144;0,482;1,112;1,048;0,003;0,413;0,298;0,721;0,005;0,028;-0,004;0,01;0,013;0,007;0,008;-0,004;0,002;0,034;0,053;0,032
Blank corrected based on Raw Data (600);19,50;-0,007;-0,008;0,788;1,952;0,611;0,862;0,038;0,052;0,128;0,379;0,012;;0,006;-0,003;1,329;0,021;0,459;0,063;0,004;0,021;0,009;0,638;0,001;-0,007;-0,005;1,164;0,037;0,153;0,029;0,052;0,036;0,038;0,067;-0,005;0,021;-0,004;0,33;0,633;0,343;0,689;0,039;0,119;0,246;0,813;0,00017;-0,005;-0,006;1,169;0,453;1,104;1,144;0,00037;0,41;0,237;0,712;-0,002;0,029;-0,002;0,01;0,018;0,008;0,008;-0,004;0,003;0,024;0,053;-0,006
Blank corrected based on Raw Data (600);19,67;-0,007;-0,008;0,763;1,973;0,608;0,873;0,027;0,054;0,144;0,377;0,011;;0,006;-0,006;1,357;0,021;0,477;0,066;-0,000913333;0,02;0,013;0,679;0,005;-0,008;-0,004;1,059;0,042;0,247;0,027;0,04;0,037;0,045;0,071;-0,005;0,02;-0,005;0,344;0,641;0,316;0,691;0,031;0,133;0,257;0,841;0,007;-0,005;-0,008;1,162;0,463;1,065;1,152;0,003;0,407;0,298;0,728;0,005;0,028;-0,004;0,012;0,024;0,01;0,009;-0,003;0,002;0,035;0,054;0,026
Blank corrected based on Raw Data (600);19,83;-0,006;-0,008;0,834;1,974;0,574;0,856;0,027;0,056;0,148;0,406;0,011;;0,005;-0,006;1,349;0,023;0,475;0,068;-0,001;0,023;0,014;0,671;0,002;-0,007;-0,003;1,109;0,043;0,227;0,028;0,04;0,038;0,047;0,072;-0,006;0,015;-0,004;0,392;0,605;0,392;0,701;0,033;0,128;0,264;0,833;-0,002;-0,005;-0,007;1,155;0,461;1,082;1,156;0,003;0,404;0,299;0,717;0,002;0,028;-0,004;0,011;0,015;0,011;0,009;-0,003;0,002;0,036;0,057;0,066
Blank corrected based on Raw Data (600);20,00;-0,007;-0,008;0,847;1,991;0,661;0,847;0,027;0,059;0,156;0,414;0,012;;0,006;-0,006;1,313;0,025;0,47;0,07;-0,000493333;0,023;0,013;0,648;0,006;-0,008;-0,004;1,104;0,046;0,295;0,03;0,04;0,039;0,05;0,093;-0,006;0,009;-0,005;0,42;0,611;0,367;0,689;0,029;0,137;0,247;0,828;0,003;-0,005;-0,007;1,165;0,456;1,074;1,159;0,002;0,4;0,303;0,7;-0,006;0,028;-0,003;0,012;0,032;0,012;0,008;-0,003;0,002;0,041;0,058;0,096
Blank corrected based on Raw Data (600);20,17;-0,007;-0,008;0,838;1,974;0,676;0,84;0,027;0,06;0,157;0,424;0,011;;0,006;-0,005;1,243;0,026;0,478;0,072;-0,002;0,022;0,014;0,63;0,000793333;-0,007;-0,004;1,161;0,049;0,359;0,032;0,04;0,04;0,051;0,082;-0,006;0,013;-0,006;0,42;0,612;0,38;0,694;0,032;0,135;0,262;0,913;0,002;-0,005;-0,006;1,134;0,448;1,083;1,092;0,002;0,4;0,309;0,737;0,001;0,029;-0,004;0,007;0,025;0,014;0,01;-0,004;0,002;0,038;0,059;-0,006
Blank corrected based on Raw Data (600);20,33;-0,007;-0,007;0,849;1,972;0,714;0,827;0,027;0,062;0,172;0,447;0,011;;0,006;-0,005;1,083;0,027;0,472;0,075;-0,001;0,022;0,016;0,664;0,006;-0,007;-0,006;1,029;0,051;0,362;0,032;0,042;0,039;0,057;0,084;-0,006;0,013;-0,006;0,468;0,611;0,404;0,7;0,031;0,14;0,282;0,906;0,004;-0,005;-0,007;1,088;0,445;1,062;1,031;0,002;0,395;0,309;0,763;0,004;0,028;-0,003;0,064;0,019;0,013;0,011;-0,004;0,003;0,036;0,061;0,044
Blank corrected based on Raw Data (600);20,50;-0,007;-0,008;0,803;1,982;0,611;0,808;0,026;0,065;0,172;0,433;0,011;;0,005;-0,005;1,127;0,028;0,512;0,077;-0,002;0,022;0,018;0,64;0,007;-0,008;-0,006;1,056;0,053;0,342;0,033;0,04;0,041;0,062;0,082;-0,006;0,017;-0,005;0,527;0,605;0,428;0,693;0,03;0,146;0,345;0,902;0,000126667;-0,005;-0,007;1,053;0,437;1,058;1,079;0,004;0,391;0,313;0,708;-0,003;0,029;-0,004;0,048;0,017;0,016;0,011;-0,004;0,003;0,04;0,06;-0,005
Blank corrected based on Raw Data (600);20,67;-0,007;-0,008;0,898;1,971;0,687;0,788;0,036;0,067;0,165;0,452;-0,003;;0,006;-0,004;1,042;0,029;0,465;0,08;0,004;0,023;0,014;0,671;-0,000613333;-0,007;-0,006;1,025;0,057;0,409;0,035;0,052;0,041;0,06;0,082;-0,006;0,011;-0,005;0,582;0,61;0,424;0,753;0,042;0,15;0,309;0,918;-0,002;-0,005;-0,007;1,04;0,416;1,054;0,997;0,000486667;0,387;0,257;0,732;-0,000413333;0,03;-0,003;0,022;0,018;0,017;0,013;-0,005;0,003;0,024;0,062;-0,005
Blank corrected based on Raw Data (600);20,83;-0,007;-0,008;0,928;1,946;0,653;0,766;0,036;0,069;0,178;0,449;0,016;;0,005;-0,003;1,029;0,033;0,484;0,081;0,004;0,021;0,015;0,641;0,009;-0,007;-0,006;1,063;0,063;0,449;0,038;0,053;0,043;0,063;0,084;-0,007;0,009;-0,005;0,573;0,615;0,425;0,766;0,04;0,158;0,317;0,93;0,005;-0,005;-0,007;0,996;0,409;0,999;0,961;0,001;0,385;0,255;0,755;0,002;0,029;-0,003;0,01;0,02;0,019;0,013;-0,005;0,004;0,023;0,064;0,005
Blank corrected based on Raw Data (600);21,00;-0,007;-0,007;0,859;1,949;0,695;0,779;0,036;0,072;0,181;0,477;0,003;;0,005;-0,003;1,07;0,034;0,465;0,09;0,005;0,035;0,014;0,664;0,003;-0,008;-0,006;1,036;0,068;0,364;0,041;0,053;0,044;0,063;0,092;-0,006;0,012;-0,005;0,492;0,61;0,441;0,767;0,036;0,16;0,323;1,105;0,007;-0,004;-0,007;0,94;0,406;0,933;1,046;0,000286667;0,416;0,27;0,763;0,000986667;0,03;-0,003;0,011;0,024;0,02;0,013;-0,005;0,004;0,026;0,078;-0,005
Blank corrected based on Raw Data (600);21,17;-0,007;-0,008;0,846;1,95;0,67;0,758;0,035;0,073;0,184;0,482;0,013;;0,004;-0,004;1,05;0,033;0,529;0,088;0,004;0,023;0,016;0,599;0,002;-0,007;-0,006;1,029;0,074;0,47;0,041;0,053;0,045;0,067;0,09;-0,007;0,022;-0,005;0,593;0,605;0,481;0,781;0,038;0,164;0,35;0,972;-0,000013333;-0,005;-0,007;0,929;0,399;0,897;1,026;-0,000413333;0,382;0,266;0,754;0,005;0,029;-0,004;0,01;0,044;0,022;0,013;-0,003;0,005;0,024;0,065;-0,002
Blank corrected based on Raw Data (600);21,33;-0,008;-0,007;0,879;1,958;0,703;0,842;0,036;0,076;0,196;0,505;0,016;;0,006;-0,004;1,026;0,035;0,568;0,091;0,004;0,026;0,016;0,655;0,01;-0,006;-0,006;1,056;0,074;0,521;0,04;0,052;0,046;0,07;0,093;-0,006;0,018;-0,005;0,565;0,619;0,473;0,793;0,038;0,17;0,363;1,03;0,004;-0,004;-0,007;0,89;0,395;0,871;1,027;-0,000723333;0,38;0,27;0,803;0,006;0,029;-0,003;0,014;0,026;0,022;0,015;-0,003;0,007;0,025;0,075;-0,005
Blank corrected based on Raw Data (600);21,50;-0,006;-0,008;0,928;1,941;0,72;0,904;0,025;0,079;0,213;0,497;0,016;;0,005;-0,005;1,001;0,037;0,527;0,095;-0,00092;0,026;0,019;0,576;0,003;-0,008;-0,006;1,345;0,086;0,549;0,051;0,042;0,046;0,077;0,097;-0,006;0,018;-0,005;0,624;0,608;0,488;0,816;0,034;0,175;0,38;1,004;0,002;-0,006;-0,007;0,834;0,406;0,876;0,995;0,002;0,376;0,343;0,769;0,011;0,029;-0,003;0,011;0,022;0,027;0,015;-0,004;0,004;0,043;0,067;0,016
Blank corrected based on Raw Data (600);21,67;-0,007;-0,008;0,905;1,936;0,689;0,905;0,026;0,081;0,219;0,515;0,018;;0,005;-0,005;0,996;0,039;0,522;0,098;-0,000433333;0,025;0,022;0,558;0,011;-0,008;-0,005;1,236;0,088;0,544;0,07;0,041;0,049;0,079;0,098;-0,006;0,019;-0,006;0,597;0,617;0,47;0,817;0,03;0,18;0,428;1,052;0,008;-0,006;-0,007;0,819;0,405;0,86;0,975;0,003;0,371;0,342;0,786;0,002;0,028;-0,004;0,033;0,022;0,027;0,016;-0,003;0,006;0,041;0,073;-0,005
Blank corrected based on Raw Data (600);21,83;-0,007;-0,007;0,887;1,919;0,791;0,843;0,036;0,084;0,216;0,522;0,015;;0,005;-0,004;0,984;0,047;0,574;0,101;0,005;0,026;0,019;0,581;0,008;-0,007;-0,007;1,057;0,091;0,646;0,058;0,053;0,048;0,081;0,11;-0,002;0,025;-0,006;0,635;0,626;0,547;0,832;0,039;0,185;0,408;1,056;0,007;-0,004;-0,007;0,82;0,382;0,884;0,98;0,000836667;0,369;0,285;0,794;0,004;0,029;-0,002;0,017;0,029;0,027;0,017;-0,004;0,007;0,026;0,071;-0,004
Blank corrected based on Raw Data (600);22,00;-0,007;-0,008;0,97;1,906;0,786;0,85;0,035;0,087;0,223;0,531;0,016;;0,005;-0,004;0,986;0,043;0,619;0,103;0,004;0,028;0,02;0,56;0,009;-0,007;-0,006;1,058;0,092;0,596;0,09;0,052;0,05;0,085;0,103;-0,006;0,026;-0,004;0,587;0,629;0,599;0,84;0,038;0,192;0,413;1,148;0,003;-0,004;-0,007;0,797;0,377;0,878;0,981;-0,00012;0,367;0,288;0,802;0,003;0,029;-0,003;0,012;0,025;0,029;0,019;-0,004;0,006;0,029;0,072;-0,004
Blank corrected based on Raw Data (600);22,17;-0,006;-0,007;0,961;1,91;0,789;0,885;0,025;0,089;0,242;0,545;0,019;;0,004;-0,005;0,961;0,05;0,626;0,107;-0,002;0,027;0,023;0,561;0,013;-0,008;-0,006;1,068;0,097;0,604;0,149;0,042;0,05;0,092;0,107;-0,005;0,025;-0,005;0,673;0,622;0,661;0,841;0,032;0,197;0,402;1,066;0,006;-0,006;-0,006;0,752;0,391;0,835;0,947;0,002;0,364;0,351;0,804;0,007;0,027;-0,004;0,03;0,025;0,033;0,019;-0,003;0,006;0,042;0,072;0,016
Blank corrected based on Raw Data (600);22,33;-0,008;-0,008;1,017;1,888;0,79;0,816;0,035;0,092;0,248;0,556;0,014;;0,005;-0,004;0,967;0,043;0,701;0,112;0,004;0,027;0,024;0,58;0,007;-0,007;-0,006;1,063;0,104;0,693;0,165;0,054;0,052;0,091;0,111;-0,006;0,038;-0,004;0,672;0,631;0,721;0,858;0,04;0,2;0,432;1,169;0,003;-0,004;-0,006;0,752;0,37;0,867;0,944;-0,000313333;0,362;0,294;0,828;0,002;0,029;-0,003;0,014;0,026;0,033;0,02;-0,004;0,008;0,028;0,075;0,021
Blank corrected based on Raw Data (600);22,50;-0,007;-0,007;0,974;1,869;0,812;0,802;0,035;0,095;0,254;0,576;0,018;;0,004;-0,004;1,011;0,045;0,664;0,115;0,003;0,028;0,023;0,56;0,011;-0,007;-0,007;1,064;0,11;0,72;0,179;0,053;0,053;0,099;0,115;-0,005;0,033;-0,005;0,633;0,633;0,703;0,867;0,042;0,208;0,412;1,109;0,007;-0,005;-0,005;0,734;0,365;0,853;0,932;0,000403333;0,361;0,3;0,818;0,002;0,03;-0,003;0,015;0,026;0,038;0,02;-0,005;0,006;0,029;0,074;0,051
