Well;Time;B02;B03;B04;B05;B06;B07;B08;B09;B10;B11;B12;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;D12;E02;E03;E04;E05;E06;E07;E08;E09;E10;E11;E12;F02;F03;F04;F05;F06;F07;F08;F09;F10;F11;F12;G02;G03;G04;G05;G06;G07;G08;G09;G10;G11;G12
Content;Time;Sample X1;Sample X2;Sample X3;Sample X4;Sample X5;Sample X6;Sample X7;Sample X8;Sample X9;Sample X10;Sample X11;Blank B;Sample X12;Sample X13;Sample X14;Sample X15;Sample X16;Sample X17;Sample X18;Sample X19;Sample X20;Sample X21;Sample X22;Sample X23;Sample X24;Sample X25;Sample X26;Sample X27;Sample X28;Sample X29;Sample X30;Sample X31;Sample X32;Sample X33;Sample X34;Sample X35;Sample X36;Sample X37;Sample X38;Sample X39;Sample X40;Sample X41;Sample X42;Sample X43;Sample X44;Sample X45;Sample X46;Sample X47;Sample X48;Sample X49;Sample X50;Sample X51;Sample X52;Sample X53;Sample X54;Sample X55;Sample X56;Sample X57;Sample X58;Sample X59;Sample X60;Sample X61;Sample X62;Sample X63;Sample X64;Sample X65;Sample X66
Blank corrected based on Raw Data (600);39,50;-0,008;-0,006;0,511;1,486;0,764;0,798;0,038;0,223;0,539;0,75;-0,004;;0,003;-0,006;0,913;0,26;0,808;0,239;-0,002;0,103;0,255;0,632;0,003;-0,008;-0,009;0,618;0,488;0,83;0,836;0,038;0,322;0,47;0,348;-0,006;0,043;-0,007;0,889;0,557;0,758;0,886;0,047;0,377;0,586;1,071;-0,006;-0,003;-0,006;0,49;0,283;0,584;0,62;0,011;0,285;0,705;0,85;-0,007;-0,004;-0,004;0,054;0,134;0,262;0,111;-0,004;0,04;0,159;0,169;0,072
Blank corrected based on Raw Data (600);39,67;-0,008;-0,007;0,691;1,48;0,76;0,83;0,041;0,221;0,527;0,781;-0,005;;0,003;-0,005;0,94;0,277;0,813;0,233;0,000923333;0,124;0,255;0,647;0,011;-0,007;-0,009;0,629;0,49;0,871;0,829;0,049;0,306;0,466;0,396;-0,006;0,042;-0,007;0,892;0,524;0,755;0,889;0,055;0,378;0,607;1,05;-0,007;-0,002;-0,005;0,55;0,27;0,607;0,609;0,007;0,283;0,646;0,84;-0,006;-0,003;-0,005;0,06;0,14;0,268;0,11;-0,004;0,041;0,127;0,179;0,139
Blank corrected based on Raw Data (600);39,83;-0,007;-0,007;0,81;1,469;0,752;0,781;0,038;0,221;0,541;0,732;-0,003;;0,003;-0,006;0,894;0,258;0,795;0,223;-0,002;0,103;0,26;0,634;0,011;-0,008;-0,008;0,621;0,485;0,822;0,805;0,04;0,326;0,474;0,378;-0,006;0,029;-0,007;0,88;0,561;0,729;0,896;0,044;0,378;0,581;1,048;-0,006;-0,000993333;-0,007;0,467;0,28;0,598;0,545;0,012;0,282;0,724;0,844;-0,007;-0,004;-0,004;0,055;0,14;0,274;0,11;-0,004;0,041;0,167;0,174;0,007
Blank corrected based on Raw Data (600);40,00;-0,008;-0,006;0,757;1,477;0,742;0,789;0,037;0,221;0,54;0,752;-0,003;;0,003;-0,006;0,897;0,258;0,789;0,245;-0,002;0,106;0,26;0,635;0,01;-0,007;-0,01;0,645;0,47;0,823;0,814;0,04;0,328;0,472;0,367;-0,006;0,036;-0,007;0,87;0,558;0,736;0,923;0,048;0,38;0,586;1,049;-0,006;-0,003;-0,007;0,475;0,279;0,598;0,594;0,013;0,283;0,724;0,831;-0,007;-0,004;-0,005;0,056;0,143;0,275;0,112;-0,004;0,041;0,174;0,178;0,019
Blank corrected based on Raw Data (600);40,17;-0,007;-0,007;0,509;1,47;0,75;0,793;0,039;0,221;0,541;0,77;-0,004;;0,002;-0,005;0,9;0,259;0,787;0,241;-0,002;0,111;0,261;0,633;0,013;-0,007;-0,008;0,654;0,453;0,818;0,811;0,039;0,335;0,474;0,4;-0,006;0,039;-0,007;0,861;0,558;0,714;0,905;0,044;0,379;0,586;1,048;-0,007;-0,003;-0,007;0,453;0,28;0,594;0,62;0,012;0,281;0,725;0,819;-0,007;-0,003;-0,004;0,06;0,142;0,279;0,113;-0,004;0,042;0,168;0,178;0,058
Blank corrected based on Raw Data (600);40,33;-0,008;-0,007;0,503;1,465;0,742;0,788;0,039;0,219;0,543;0,753;-0,005;;0,002;-0,006;0,887;0,256;0,784;0,229;-0,003;0,11;0,269;0,626;0,012;-0,008;-0,009;0,625;0,448;0,794;0,783;0,036;0,343;0,482;0,341;-0,006;0,035;-0,007;0,858;0,56;0,708;0,896;0,046;0,38;0,585;1,05;-0,006;-0,004;-0,006;0,452;0,28;0,596;0,598;0,011;0,281;0,719;0,826;-0,007;-0,003;-0,004;0,056;0,143;0,282;0,113;-0,004;0,042;0,173;0,169;0,04
Blank corrected based on Raw Data (600);40,50;-0,007;-0,008;0,501;1,455;0,732;0,785;0,039;0,22;0,544;0,741;-0,004;;0,002;-0,006;0,884;0,256;0,778;0,221;-0,003;0,11;0,265;0,631;0,009;-0,007;-0,009;0,561;0,471;0,792;0,781;0,038;0,343;0,479;0,35;-0,006;0,032;-0,007;0,837;0,561;0,698;0,872;0,044;0,38;0,584;1,041;-0,006;-0,003;-0,006;0,473;0,279;0,59;0,54;0,014;0,28;0,719;0,82;-0,005;-0,004;-0,004;0,056;0,146;0,293;0,117;-0,003;0,041;0,201;0,174;0,022
Blank corrected based on Raw Data (600);40,67;-0,008;-0,007;0,506;1,474;0,743;0,787;0,039;0,219;0,543;0,736;-0,005;;0,002;-0,006;0,883;0,254;0,777;0,234;-0,003;0,11;0,271;0,633;0,01;-0,007;-0,008;0,66;0,435;0,795;0,776;0,038;0,341;0,478;0,349;-0,006;0,05;-0,008;0,84;0,561;0,697;0,882;0,047;0,384;0,583;1,047;-0,007;-0,002;-0,007;0,433;0,279;0,586;0,618;0,012;0,282;0,731;0,826;-0,007;-0,003;-0,005;0,058;0,145;0,29;0,117;-0,004;0,041;0,189;0,172;0,018
Blank corrected based on Raw Data (600);40,83;-0,007;-0,007;0,523;1,466;0,73;0,79;0,04;0,22;0,541;0,731;-0,004;;0,003;-0,006;0,883;0,251;0,773;0,244;-0,002;0,114;0,275;0,628;0,009;-0,007;-0,009;0,669;0,434;0,787;0,778;0,04;0,347;0,476;0,388;-0,006;0,051;-0,007;0,838;0,561;0,697;0,886;0,048;0,382;0,585;1,039;-0,006;-0,004;-0,006;0,459;0,278;0,591;0,639;0,01;0,281;0,732;0,83;-0,006;-0,004;-0,005;0,058;0,149;0,288;0,116;-0,002;0,044;0,183;0,182;0,104
Blank corrected based on Raw Data (600);41,00;-0,007;-0,007;0,651;1,457;0,729;0,79;0,039;0,219;0,542;0,724;-0,004;;0,002;-0,006;0,874;0,25;0,776;0,293;-0,003;0,117;0,279;0,633;0,009;-0,007;-0,009;0,673;0,432;0,784;0,768;0,038;0,348;0,477;0,389;-0,006;0,046;-0,006;0,831;0,56;0,696;0,881;0,047;0,383;0,582;1,049;-0,006;-0,003;-0,007;0,47;0,275;0,589;0,655;0,012;0,28;0,735;0,832;-0,006;-0,004;-0,006;0,058;0,146;0,298;0,118;-0,003;0,042;0,186;0,176;0,01
Blank corrected based on Raw Data (600);41,17;-0,008;-0,007;0,649;1,447;0,716;0,782;0,039;0,219;0,544;0,748;-0,004;;0,002;-0,006;0,875;0,253;0,771;0,248;-0,003;0,12;0,28;0,633;0,009;-0,007;-0,009;0,665;0,426;0,764;0,76;0,04;0,348;0,477;0,366;-0,005;0,043;-0,006;0,827;0,558;0,67;0,892;0,045;0,383;0,592;1,034;-0,006;-0,005;-0,007;0,422;0,276;0,58;0,659;0,012;0,28;0,742;0,816;-0,007;-0,003;-0,005;0,06;0,148;0,297;0,12;-0,004;0,043;0,189;0,177;0,038
Blank corrected based on Raw Data (600);41,33;-0,008;-0,007;0,501;1,454;0,725;0,785;0,039;0,218;0,547;0,715;-0,004;;0,002;-0,007;0,867;0,248;0,761;0,245;-0,003;0,119;0,286;0,64;0,01;-0,007;-0,009;0,645;0,43;0,759;0,752;0,037;0,354;0,48;0,349;-0,006;0,04;-0,007;0,819;0,559;0,663;0,882;0,044;0,383;0,583;1,009;-0,007;-0,004;-0,007;0,503;0,275;0,579;0,67;0,011;0,28;0,739;0,821;-0,007;-0,004;-0,005;0,059;0,148;0,302;0,12;-0,004;0,043;0,186;0,166;0,002
Blank corrected based on Raw Data (600);41,50;-0,008;-0,008;0,505;1,446;0,727;0,782;0,04;0,217;0,551;0,752;-0,003;;0,002;-0,006;0,876;0,251;0,765;0,316;-0,002;0,125;0,286;0,638;0,008;-0,007;-0,007;0,669;0,458;0,751;0,751;0,04;0,349;0,478;0,391;-0,007;0,039;-0,007;0,817;0,557;0,654;0,843;0,045;0,386;0,583;1,084;-0,007;-0,004;-0,007;0,523;0,275;0,583;0,71;0,011;0,288;0,741;0,839;-0,007;-0,004;-0,005;0,06;0,149;0,305;0,119;-0,003;0,043;0,195;0,17;0,093
Blank corrected based on Raw Data (600);41,67;-0,008;-0,007;0,502;1,442;0,714;0,784;0,04;0,218;0,546;0,75;-0,003;;0,003;-0,006;0,879;0,253;0,765;0,289;-0,002;0,128;0,283;0,646;0,011;-0,008;-0,009;0,673;0,426;0,75;0,743;0,038;0,355;0,478;0,427;-0,006;0,039;-0,006;0,817;0,556;0,654;0,857;0,046;0,383;0,582;1,038;-0,006;-0,004;-0,007;0,47;0,275;0,576;0,713;0,011;0,282;0,738;0,817;-0,008;-0,004;-0,006;0,06;0,152;0,312;0,122;-0,004;0,044;0,192;0,177;0,024
Blank corrected based on Raw Data (600);41,83;-0,006;-0,007;0,856;1,436;0,72;0,782;0,04;0,217;0,548;0,736;-0,003;;0,002;-0,006;0,865;0,249;0,752;0,289;-0,003;0,123;0,292;0,638;0,008;-0,009;-0,01;0,668;0,426;0,749;0,736;0,038;0,358;0,478;0,376;-0,006;0,039;-0,007;0,813;0,555;0,653;0,845;0,046;0,385;0,58;1,036;-0,007;-0,004;-0,006;0,403;0,273;0,586;0,727;0,01;0,282;0,732;0,805;-0,007;-0,000203333;-0,006;0,062;0,152;0,308;0,122;-0,003;0,044;0,208;0,178;0,117
Blank corrected based on Raw Data (600);42,00;-0,007;-0,008;0,502;1,433;0,706;0,774;0,039;0,219;0,546;0,728;-0,004;;0,002;-0,006;0,855;0,247;0,751;0,323;-0,003;0,125;0,292;0,642;0,011;-0,008;-0,009;0,674;0,421;0,74;0,734;0,037;0,355;0,477;0,417;-0,006;0,044;-0,007;0,81;0,557;0,649;0,853;0,049;0,389;0,583;1,037;-0,006;-0,004;-0,007;0,396;0,273;0,585;0,739;0,011;0,28;0,741;0,826;-0,008;-0,004;-0,006;0,06;0,151;0,314;0,121;-0,004;0,045;0,198;0,177;0,124
Blank corrected based on Raw Data (600);42,17;-0,005;-0,006;0,495;1,443;0,708;0,813;0,042;0,218;0,536;0,734;-0,004;;0,002;-0,004;0,886;0,265;0,762;0,269;0,000183333;0,14;0,294;0,793;0,012;-0,007;-0,008;0,651;0,428;0,754;0,746;0,049;0,336;0,47;0,402;-0,006;0,031;-0,007;0,821;0,528;0,646;0,857;0,058;0,386;0,608;1,033;-0,006;-0,004;-0,007;0,423;0,26;0,597;0,708;0,007;0,279;0,672;0,813;-0,006;-0,003;-0,005;0,066;0,177;0,315;0,125;-0,004;0,045;0,163;0,175;0,19
Blank corrected based on Raw Data (600);42,33;-0,006;-0,007;0,495;1,439;0,71;0,777;0,04;0,217;0,549;0,704;-0,003;;0,002;-0,006;0,852;0,248;0,748;0,297;-0,003;0,127;0,295;0,85;0,01;-0,007;-0,009;0,66;0,423;0,728;0,729;0,04;0,358;0,479;0,38;-0,006;0,041;-0,007;0,807;0,555;0,638;0,866;0,048;0,388;0,586;1,04;-0,007;-0,004;-0,007;0,388;0,272;0,587;0,736;0,013;0,28;0,739;0,81;-0,007;-0,003;-0,006;0,063;0,153;0,322;0,125;-0,004;0,045;0,197;0,176;0,115
Blank corrected based on Raw Data (600);42,50;-0,006;-0,006;0,487;1,444;0,71;0,817;0,042;0,217;0,536;0,743;-0,005;;0,002;-0,005;0,878;0,26;0,749;0,272;-0,000516667;0,138;0,295;0,895;0,007;-0,007;-0,009;0,633;0,476;0,741;0,736;0,05;0,336;0,465;0,411;-0,006;0,03;-0,006;0,812;0,528;0,622;0,853;0,053;0,389;0,613;1,032;-0,006;-0,003;-0,007;0,434;0,258;0,612;0,701;0,008;0,279;0,668;0,802;-0,007;-0,003;-0,004;0,069;0,157;0,317;0,124;-0,002;0,047;0,17;0,181;0,116
Blank corrected based on Raw Data (600);42,67;-0,007;-0,008;0,487;1,434;0,706;0,776;0,041;0,215;0,548;0,745;-0,004;;0,002;-0,006;0,838;0,243;0,744;0,252;-0,003;0,127;0,3;0,881;0,007;-0,007;-0,007;0,627;0,427;0,714;0,722;0,039;0,357;0,483;0,38;-0,006;0,031;-0,006;0,806;0,555;0,628;0,834;0,047;0,386;0,585;1,026;-0,006;-0,004;-0,007;0,405;0,269;0,58;0,685;0,011;0,278;0,725;0,795;-0,007;-0,004;-0,005;0,067;0,159;0,31;0,129;-0,002;0,047;0,208;0,183;0,116
Blank corrected based on Raw Data (600);42,83;-0,006;-0,007;0,509;1,439;0,7;0,774;0,041;0,218;0,55;0,754;-0,004;;0,002;-0,006;0,852;0,245;0,739;0,3;-0,002;0,13;0,299;0,876;0,011;-0,007;-0,009;0,657;0,419;0,708;0,719;0,038;0,359;0,478;0,418;-0,006;0,055;-0,008;0,812;0,555;0,628;0,836;0,047;0,396;0,585;1,065;-0,007;-0,004;-0,007;0,406;0,27;0,572;0,736;0,012;0,281;0,722;0,818;-0,007;-0,003;-0,004;0,068;0,164;0,317;0,128;-0,003;0,046;0,203;0,172;0,109
Blank corrected based on Raw Data (600);43,00;-0,006;-0,007;0,49;1,422;0,702;0,774;0,041;0,217;0,547;0,737;-0,004;;0,00091;-0,005;0,847;0,244;0,741;0,291;-0,002;0,129;0,303;0,886;0,011;-0,007;-0,009;0,649;0,42;0,7;0,732;0,039;0,361;0,476;0,422;-0,006;0,039;-0,007;0,81;0,553;0,621;0,842;0,045;0,391;0,586;1,033;-0,006;-0,004;-0,007;0,405;0,268;0,582;0,737;0,01;0,279;0,713;0,811;-0,006;-0,003;-0,006;0,069;0,162;0,316;0,131;-0,003;0,047;0,194;0,181;0,019
Blank corrected based on Raw Data (600);43,17;-0,006;-0,007;0,486;1,42;0,698;0,766;0,04;0,217;0,551;0,747;-0,004;;0,001;-0,006;0,841;0,245;0,737;0,279;-0,002;0,133;0,309;0,897;0,003;-0,007;-0,009;0,636;0,445;0,698;0,712;0,038;0,362;0,488;0,378;-0,006;0,037;-0,007;0,804;0,551;0,617;0,829;0,045;0,39;0,582;1,036;-0,006;-0,005;-0,007;0,385;0,27;0,567;0,734;0,01;0,278;0,715;0,809;-0,006;-0,004;-0,005;0,067;0,157;0,31;0,131;-0,002;0,046;0,198;0,183;0,096
Blank corrected based on Raw Data (600);43,33;-0,007;-0,008;0,471;1,417;0,697;0,768;0,04;0,215;0,553;0,741;-0,004;;0,001;-0,005;0,84;0,242;0,726;0,312;-0,003;0,133;0,307;0,901;0,008;-0,007;-0,009;0,624;0,417;0,692;0,709;0,038;0,36;0,484;0,38;-0,006;0,037;-0,007;0,803;0,552;0,611;0,859;0,046;0,394;0,584;1,026;-0,007;-0,005;-0,007;0,573;0,268;0,573;0,744;0,011;0,28;0,71;0,811;-0,006;-0,004;-0,006;0,07;0,163;0,315;0,13;-0,002;0,048;0,215;0,176;0,048
Blank corrected based on Raw Data (600);43,50;-0,006;-0,008;0,469;1,422;0,698;0,766;0,041;0,216;0,551;0,754;-0,005;;0,002;-0,006;0,829;0,243;0,731;0,255;-0,003;0,133;0,314;0,896;0,01;-0,008;-0,009;0,62;0,413;0,689;0,804;0,038;0,362;0,486;0,382;-0,006;0,027;-0,007;0,811;0,551;0,595;0,847;0,043;0,393;0,582;1,014;-0,006;-0,004;-0,007;0,609;0,267;0,576;0,701;0,011;0,277;0,706;0,813;-0,007;-0,003;-0,006;0,069;0,159;0,309;0,133;-0,002;0,048;0,223;0,176;0,016
Blank corrected based on Raw Data (600);43,67;-0,007;-0,007;0,479;1,406;0,692;0,76;0,039;0,216;0,552;0,759;-0,004;;0,002;-0,006;0,829;0,244;0,733;0,261;-0,003;0,135;0,317;0,893;0,011;-0,008;-0,008;0,614;0,416;0,684;0,862;0,038;0,363;0,486;0,407;-0,008;0,035;-0,007;0,807;0,55;0,606;0,813;0,043;0,394;0,579;1,016;-0,006;-0,005;-0,008;0,418;0,266;0,566;0,712;0,011;0,278;0,705;0,811;-0,007;0,006;-0,004;0,072;0,155;0,303;0,132;-0,003;0,048;0,218;0,18;0,027
Blank corrected based on Raw Data (600);43,83;-0,006;-0,006;0,479;1,43;0,697;0,802;0,041;0,216;0,541;0,741;-0,006;;0,002;-0,004;0,866;0,26;0,733;0,302;0,00047;0,145;0,324;0,897;0,011;-0,007;-0,009;0,627;0,418;0,698;0,94;0,048;0,351;0,473;0,402;-0,007;0,039;-0,007;0,81;0,527;0,608;0,812;0,055;0,399;0,611;1,001;-0,006;-0,004;-0,007;0,42;0,254;0,602;0,734;0,006;0,279;0,647;0,804;-0,007;0,009;-0,005;0,077;0,17;0,31;0,133;-0,003;0,049;0,17;0,178;0,06
Blank corrected based on Raw Data (600);44,00;-0,007;-0,008;0,463;1,418;0,687;0,761;0,04;0,216;0,555;0,745;-0,004;;0,002;-0,006;0,821;0,242;0,725;0,268;-0,003;0,138;0,334;0,898;0,01;-0,007;-0,009;0,608;0,406;0,683;0,856;0,04;0,359;0,495;0,408;-0,005;0,035;-0,007;0,796;0,552;0,589;0,817;0,044;0,396;0,582;1,01;-0,006;-0,005;-0,007;0,606;0,265;0,577;0,705;0,011;0,279;0,703;0,804;-0,007;-0,00026;-0,006;0,073;0,155;0,302;0,133;-0,003;0,049;0,203;0,179;0,005
Blank corrected based on Raw Data (600);44,17;-0,006;-0,008;0,461;1,4;0,688;0,755;0,04;0,215;0,556;0,72;-0,004;;0,002;-0,007;0,809;0,241;0,726;0,259;-0,003;0,139;0,33;0,896;0,005;-0,008;-0,009;0,574;0,407;0,67;0,727;0,037;0,36;0,495;0,371;-0,007;0,03;-0,008;0,783;0,55;0,582;0,82;0,044;0,397;0,583;1,008;-0,007;-0,005;-0,007;0,928;0,264;0,571;0,705;0,01;0,278;0,695;0,797;-0,007;-0,002;-0,006;0,073;0,167;0,297;0,135;-0,002;0,049;0,262;0,185;0,061
Blank corrected based on Raw Data (600);44,33;-0,005;-0,008;0,462;1,408;0,69;0,754;0,041;0,214;0,558;0,742;-0,003;;0,002;-0,006;0,815;0,241;0,721;0,28;-0,003;0,139;0,332;0,893;0,004;-0,007;-0,009;0,584;0,425;0,66;0,993;0,036;0,365;0,502;0,41;-0,006;0,038;-0,007;0,794;0,549;0,581;0,815;0,046;0,397;0,584;1,053;-0,005;-0,004;-0,007;0,349;0,264;0,564;0,742;0,01;0,278;0,699;0,804;-0,007;-0,003;-0,005;0,075;0,161;0,297;0,134;-0,003;0,048;0,211;0,182;0,057
Blank corrected based on Raw Data (600);44,50;-0,005;-0,008;0,452;1,423;0,689;0,754;0,042;0,213;0,554;0,733;-0,005;;0,002;-0,006;0,791;0,238;0,72;0,259;-0,004;0,138;0,333;0,889;0,01;-0,007;-0,009;0,571;0,407;0,658;0,864;0,038;0,364;0,497;0,411;-0,006;0,034;-0,008;0,787;0,548;0,581;0,817;0,046;0,397;0,582;1,015;-0,006;-0,004;-0,007;0,342;0,263;0,568;0,727;0,01;0,277;0,701;0,793;-0,007;-0,002;-0,005;0,077;0,179;0,296;0,132;-0,004;0,05;0,222;0,19;0,044
Blank corrected based on Raw Data (600);44,67;-0,006;-0,007;0,466;1,416;0,683;0,745;0,041;0,215;0,556;0,711;-0,004;;0,002;-0,006;0,803;0,24;0,719;0,273;-0,003;0,141;0,327;1,077;0,01;-0,007;-0,009;0,552;0,412;0,667;0,781;0,037;0,368;0,497;0,368;-0,006;0,039;-0,007;0,794;0,548;0,588;0,792;0,045;0,405;0,585;1,02;-0,006;-0,005;-0,007;0,338;0,265;0,565;0,754;0,011;0,277;0,692;0,797;-0,007;-0,001;-0,005;0,077;0,169;0,292;0,135;-0,004;0,05;0,219;0,175;0,024
Blank corrected based on Raw Data (600);44,83;-0,006;-0,008;0,454;1,405;0,688;0,744;0,041;0,215;0,555;0,715;-0,004;;0,002;-0,006;0,802;0,237;0,714;0,247;-0,003;0,142;0,324;0,895;-0,005;-0,007;-0,009;0,515;0,41;0,651;0,798;0,037;0,365;0,501;0,376;-0,007;0,032;-0,007;0,785;0,55;0,578;0,824;0,043;0,398;0,585;0,969;-0,008;-0,005;-0,007;0,375;0,262;0,572;0,717;0,01;0,276;0,696;0,79;-0,007;-0,002;-0,005;0,077;0,148;0,284;0,137;-0,003;0,05;0,219;0,179;0,011
Blank corrected based on Raw Data (600);45,00;-0,005;-0,007;0,46;1,417;0,684;0,747;0,043;0,215;0,554;0,744;-0,004;;0,002;-0,006;0,793;0,237;0,715;0,252;-0,002;0,141;0,333;0,892;0,01;-0,008;-0,009;0,51;0,407;0,647;0,806;0,038;0,365;0,501;0,42;-0,006;0,036;-0,006;0,796;0,55;0,576;0,799;0,045;0,405;0,584;1,026;-0,006;-0,006;-0,007;0,329;0,26;0,568;0,752;0,011;0,278;0,701;0,791;-0,007;-0,003;-0,005;0,078;0,159;0,284;0,138;-0,002;0,05;0,22;0,187;0,006
Blank corrected based on Raw Data (600);45,17;-0,006;-0,008;0,437;1,401;0,679;0,738;0,041;0,214;0,558;0,73;-0,003;;0,002;-0,006;0,766;0,235;0,705;0,224;-0,003;0,142;0,329;0,9;0,01;-0,008;-0,009;0,451;0,401;0,64;0,714;0,038;0,366;0,502;0,411;-0,006;0,026;-0,007;0,717;0,549;0,567;0,792;0,043;0,398;0,584;0,991;-0,006;-0,004;-0,007;0,471;0,261;0,569;0,669;0,011;0,276;0,693;0,784;-0,007;-0,003;-0,004;0,078;0,146;0,265;0,139;-0,003;0,051;0,229;0,178;0,126
Blank corrected based on Raw Data (600);45,33;-0,006;-0,007;0,438;1,414;0,681;0,736;0,042;0,212;0,556;1,041;-0,004;;0,001;-0,006;0,762;0,232;0,709;0,235;-0,003;0,141;0,333;0,897;0,011;-0,008;-0,008;0,44;0,408;0,657;0,704;0,041;0,361;0,504;0,419;-0,006;0,029;-0,007;0,8;0,549;0,575;0,795;0,045;0,398;0,585;0,973;-0,006;-0,005;-0,007;0,323;0,26;0,564;0,717;0,011;0,275;0,694;0,795;-0,007;0,001;-0,006;0,081;0,193;0,271;0,139;-0,004;0,052;0,212;0,182;0,222
Blank corrected based on Raw Data (600);45,50;-0,006;-0,007;0,434;1,405;0,683;0,734;0,043;0,213;0,557;0,73;-0,004;;0,002;-0,005;0,776;0,237;0,709;0,244;-0,003;0,146;0,325;0,896;0,011;-0,007;-0,009;0,426;0,407;0,634;0,647;0,038;0,367;0,509;0,37;-0,007;0,027;-0,007;0,779;0,546;0,563;0,793;0,044;0,399;0,582;0,991;-0,007;-0,005;-0,007;0,328;0,261;0,562;0,752;0,012;0,276;0,691;0,791;-0,007;0,006;-0,005;0,08;0,206;0,272;0,142;-0,003;0,051;0,232;0,174;0,009
Blank corrected based on Raw Data (600);45,67;-0,007;-0,008;0,422;1,396;0,679;0,728;0,042;0,212;0,559;0,737;-0,004;;0,002;-0,006;0,756;0,234;0,706;0,229;-0,003;0,143;0,332;0,899;0,009;-0,008;-0,009;0,436;0,406;0,64;0,652;0,039;0,366;0,507;0,434;-0,007;0,027;-0,008;0,75;0,547;0,564;0,794;0,043;0,393;0,582;0,989;-0,007;-0,005;-0,007;0,31;0,258;0,566;0,759;0,01;0,275;0,691;0,791;-0,007;0,007;-0,005;0,081;0,179;0,272;0,141;-0,004;0,053;0,242;0,181;0,017
Blank corrected based on Raw Data (600);45,83;-0,005;-0,007;0,434;1,416;0,681;0,773;0,043;0,215;0,547;0,799;-0,005;;0,002;-0,005;0,821;0,248;0,708;0,258;-0,000006667;0,153;0,332;0,917;0,008;-0,007;-0,009;0,398;0,433;0,644;0,766;0,047;0,352;0,501;0,41;-0,006;0,031;-0,007;0,775;0,526;0,574;0,831;0,053;0,395;0,615;1,02;-0,006;-0,004;-0,006;0,353;0,247;0,583;0,799;0,007;0,277;0,634;0,825;-0,006;0,004;-0,005;0,09;0,151;0,271;0,142;-0,005;0,053;0,196;0,181;0,053
Blank corrected based on Raw Data (600);46,00;-0,006;-0,007;0,421;1,419;0,682;0,731;0,044;0,214;0,556;0,752;-0,004;;0,002;-0,006;0,755;0,23;0,699;0,248;-0,003;0,146;0,334;0,898;0,004;-0,007;-0,009;0,389;0,422;0,623;0,654;0,037;0,367;0,517;0,399;-0,006;0,035;-0,007;0,779;0,544;0,558;0,771;0,048;0,396;0,582;1;-0,006;-0,005;-0,007;0,312;0,257;0,558;0,814;0,01;0,276;0,689;0,786;-0,008;0,000316667;-0,006;0,081;0,236;0,279;0,139;-0,004;0,051;0,22;0,177;0,182
Blank corrected based on Raw Data (600);46,17;-0,006;-0,008;0,412;1,409;0,678;0,725;0,043;0,213;0,558;0,734;-0,005;;0,002;-0,007;0,726;0,228;0,7;0,221;-0,004;0,147;0,332;0,904;0,01;-0,009;-0,009;0,371;0,407;0,628;0,631;0,038;0,366;0,516;0,417;-0,006;0,028;-0,007;0,741;0,544;0,565;0,778;0,045;0,391;0,586;0,977;-0,007;-0,004;-0,007;0,316;0,257;0,558;0,802;0,011;0,274;0,682;0,758;-0,007;-0,003;-0,005;0,082;0,197;0,271;0,143;-0,002;0,054;0,248;0,176;0,146
Blank corrected based on Raw Data (600);46,33;-0,006;-0,008;0,404;1,396;0,682;0,724;0,043;0,213;0,558;0,719;-0,004;;0,001;-0,006;0,763;0,23;0,698;0,283;-0,003;0,147;0,334;0,899;0,009;-0,008;-0,009;0,372;0,408;0,621;0,655;0,038;0,367;0,516;0,414;-0,006;0,044;-0,007;0,775;0,544;0,56;0,752;0,046;0,4;0,584;0,996;-0,007;-0,005;-0,008;0,303;0,256;0,555;0,824;0,01;0,274;0,687;0,789;-0,007;-0,003;-0,006;0,083;0,17;0,288;0,143;-0,002;0,053;0,24;0,178;0,165
Blank corrected based on Raw Data (600);46,50;-0,006;-0,008;0,404;1,393;0,668;0,748;0,042;0,212;0,546;0,72;-0,005;;0,002;-0,005;0,79;0,247;0,703;0,245;0,00075;0,156;0,332;0,904;0,008;-0,007;-0,009;0,351;0,448;0,623;0,674;0,048;0,351;0,51;0,369;-0,006;0,028;-0,007;0,729;0,524;0,565;0,785;0,053;0,391;0,604;0,984;-0,006;-0,005;-0,007;0,321;0,243;0,581;0,813;0,006;0,274;0,632;0,78;-0,008;-0,003;-0,005;0,103;0,476;0,27;0,143;-0,005;0,055;0,193;0,187;0,034
Blank corrected based on Raw Data (600);46,67;-0,006;-0,008;0,395;1,386;0,673;0,713;0,043;0,212;0,561;0,749;-0,003;;0,002;-0,005;0,725;0,231;0,698;0,256;-0,002;0,151;0,333;0,896;0,009;-0,007;-0,009;0,349;0,443;0,615;0,643;0,038;0,371;0,52;0,386;-0,007;0,029;-0,007;0,743;0,541;0,552;0,755;0,044;0,39;0,58;0,983;-0,006;-0,005;-0,007;0,303;0,255;0,561;0,815;0,009;0,272;0,689;0,771;-0,006;-0,002;-0,006;0,088;0,426;0,284;0,146;-0,004;0,055;0,233;0,18;0,04
